sent_id,original,replacement,context
46-156,manoc,manok,Binalot ni Tarsilo ang hayop ng malungcot at nacal...
46-171,magcapatid,magkapatid,Hinanap ng magcapatid sa mga pulutong ng tao si Lu...
46-181,magcapatid,magkapatid,Hindi sumagot ang dalawang magcapatid....
46-217,bucas,bukas,—Darating bucas si don Cristostomo na may dalang m...
46-220,magcapatid,magkapatid,Ang dalawang magcapatid ay tila mandin nagpalit ng...
47-19,Magbalic,Magbalik,—¡Magbalic na tayo sa bahay!...
47-48,causap,kausap,—¡Tingnan sana ninyo kung sino ang causap!...
47-131,cang,kang,—Tandaan mo Clarita; huwag cang mag-aasawa kailan ...
47-131,cang,kang,—Tandaan mo Clarita; huwag cang mag-aasawa kailan ...
47-134,balicat,balikat,"Tinulungan nila siyang tumindig, at naliliguid ang..."
48-21,caniya,kaniya,Itinunghay sa caniya ng dalaga ang kanyang magagan...
48-22,bucas,bukas,—¿Macaparirito ba ako bucas?...
49-7,bucas,bukas,—Opo; acalain po ninyong sa aking pagparito'y akin...
49-11,macapag,makapag,"—Hindi po niya ako makikilala, sa pagka't sa mimin..."
49-43,magca,magka,Hindi malaho't darating sa icalabinglimang taon mu...
49-44,caloob,kaloob,Ipagtanong po ninyo sa bawa't mabuting taong namam...
49-48,pinatiguil,pinatigil,samantalang ginagawa ang mga cafiestahang ito'y na...
49-48,nacuha,nakuha,samantalang ginagawa ang mga cafiestahang ito'y na...
49-53,sucat,sukat,"—Nang hindi pa itinatatag ang Guardia Civil, ang l..."
49-55,tacot,takot,"Isang munting camalian, isang casalanang pinarusah..."
49-56,culang,kulang,Ang mga calaguimlaguim na pahirap ng Guardia Civil...
49-58,bundoc,bundok,"Pinakikinabangan ang paglaguim, pagka alipin ang b..."
49-58,malacas,malakas,"Pinakikinabangan ang paglaguim, pagka alipin ang b..."
49-75,macapag,makapag,Samantala'y maniwala po kayong nagcacailangan ang ...
49-84,culang,kulang,"—Pagbabagong utos tungkol sa mga sacerdote,—ang sa..."
49-95,calacal,kalakal,Kung sa ganito lamang ay hindi kinacailangang papa...
49-114,nacapag,nakapag,¿Ano po ba ang wiwicain ninyo sa isang pamahalaang...
49-121,culang,kulang,Aking sasabihin doon sa mga culang palad na isinac...
49-129,lacad,lakad,"—Siya nga, kaibigan ko; nalalaman ko pong nagpipig..."
50-3,calapit,kalapit,"Isang gabi, hindi maalaman kung ano ang dahil, nag..."
50-7,licod,likod,"Ang aking nuno, na tinalicdan ng lahat, liban na l..."
50-8,culang,kulang,"Nang mabusog na ng culang palad, na magpacailan ma..."
50-20,bangcay,bangkay,Nabuloc ang bangcay sa mata ng anak na lalaking ba...
50-29,magcapatid,magkapatid,"Ang panganay sa dalawang magcapatid, na nacatatand..."
50-33,bangcay,bangkay,Naisipan ng binatang tumingala at sundan ng mata a...
50-43,bundoc,bundok,"—«Naglagalag ang binatang tulad sa isang sinumpa»,..."
50-47,nagculang,nagkulang,"Datapwat naraig sila ng kapangyarihan ng sinta, ka..."
50-50,magcapatid,magkapatid,"Palibhasa'y mayaman ang aming nunong lalaki, totoo..."
50-58,magcapatid,magkapatid,"Napugnaw ang aming ligaya, tinalicdan ko ang aming..."
50-60,magcapatid,magkapatid,Nangulila caming magcapatid....
50-63,bangcay,bangkay,Nawala siya isang araw; nawalang cabuluhan ang sa ...
50-64,calapit,kalapit,Ipinalathala sa mga calapit bayan ng mga puno sa b...
50-64,bangcay,bangkay,Ipinalathala sa mga calapit bayan ng mga puno sa b...
50-66,paglacad,paglakad,Mula niyo'y naglalagalag ako sa mga iba't ibang la...
50-74,paglacad,paglakad,¿Diyata't lalong pag-ibig sa capuwa tao ang alacba...
50-98,nagculang,nagkulang,Hindi nagculang ang Dios sa pagsaclolo sa mga iban...
50-107,pinalacad,pinalakad,"At pagkasabi nito'y muling pinalacad ang bangca, a..."
51-7,pacay,pakay,Mabigat ang bagay na iyon: kilala ni Linares ang u...
51-7,sucat,sukat,Mabigat ang bagay na iyon: kilala ni Linares ang u...
51-44,paglacad,paglakad,Nang sandaling yao'y napakinggan ang yabag ng mga ...
51-61,wica,wika,"—Aywan ko, ngunit ang wica niya'y magaling pa raw ..."
51-71,cang,kang,"—May cahirapan; ngunit huwag cang mabahala, sasabi..."
51-73,Bucas,Bukas,"—Bucas, pumaroon ka sa bahay ng maaga...."
51-74,bucas,bukas,"Aayaw si Mariang mag-isa kailan man, sinasamahan n..."
51-81,malacas,malakas,"—ang biglang sinabi ni Sinang ng malacas, na ang a..."
52-21,magcapatid,magkapatid,"—Ang sabi'y dito raw magtatatagpo,—ang iniisip ng ..."
52-27,bucas,bukas,Tatanggapin ninyo bucas ang mga sandata at pagkaga...
52-29,Lacad,Lakad,» ¡Lacad na kayo!...
52-47,macuha,makuha,—Na tumugtog ang a las ocho upang aking macuha ang...
52-89,manoc,manok,—ang sabi ng isa sa wikang tagalog na may puntong ...
52-103,macatulad,makatulad,"—Hindi ko siya pagkakamal-an sa iba, kahi't macatu..."
52-114,bucas,bukas,—Magdadala ako ng pamisa upang gawin bucas....
53-6,naca,naka,"Hindi dapat atimin ni hermana Sipa, na caanib sa C..."
53-11,calabaw,kalabaw,"Nawalang cabuluhang siya'y manumpa, na kanyang kas..."
53-21,catulong,katulong,"—Wala nga, kung kayo'y nag-iisa, datapwat malaki a..."
53-35,wica,wika,Sa puspos na casiglahan ng kanilang loob sa pagkak...
53-38,culang,kulang,Naghandog na ng mga unang bunga ang mga dunong na ...
53-39,lacad,lakad,Naaalinsunod ang mga bagong abogado ngayon sa mga ...
53-41,calacal,kalakal,Walang cabuluhang magsisigaw buhat sa mga pulpito ...
53-50,paglacad,paglakad,"Mapipilit ang ilang mga calooban, mapapatay ang il..."
53-51,culang,kulang,"Pagmasdan po ninyo ang mga pamahayagan man, kahi't..."
53-52,paglacad,paglakad,"—Ayon, sa sabi ninyo'y ¿caalacbay ang mga jesuita ..."
53-55,malacas,malakas,Ang ibig sana nila'y sila ang macapamatnubay sa Pa...
53-69,sucat,sukat,walang iniisip ang ating mga kinabataan kung di an...
53-74,bucas,bukas,Sabihin po ninyo kay don Crisostomo na ako'y dalaw...
54-1,lacad,lakad,Ipinagbibigay alam ng campana ang oras ng pagdaras...
54-1,calabaw,kalabaw,Ipinagbibigay alam ng campana ang oras ng pagdaras...
54-1,manoc,manok,Ipinagbibigay alam ng campana ang oras ng pagdaras...
54-1,malacas,malakas,Ipinagbibigay alam ng campana ang oras ng pagdaras...
54-2,paglacad,paglakad,Gayon ma'y nagtutumulin sa paglacad sa daan ang cu...
54-11,magbalic,magbalik,¡papuputucan ko siya kung magbalic!...
54-12,bucas,bukas,—¡Iya'y sacali't buhay pa kayo hanggang bucas!...
54-46,causap,kausap,—ang itinanong ng causap na itinatadyac ang paa sa...
54-51,balicat,balikat,Pinakibit ng alferez ang kanyang mga balicat....
54-112,culang,kulang,—Hindi ko nangyaring nasiyasat kung sino ang may c...
54-118,naca,naka,Tila mandin hindi siya nariringig ni Ibarrang naca...
54-118,capit,kapit,Tila mandin hindi siya nariringig ni Ibarrang naca...
54-162,cacanan,kakanan,Nangaghahapunan doon sa comedor (cacanan) ni Kapit...
54-182,licod,likod,Nagtago sa licod ng isang haligui ang cura....
54-186,Casunod,Kasunod,Casunod nila si Andeng na iniwawasiwas ang isang d...
54-187,manoc,manok,Nanicluhod si tia Isabel at umiiyac at dinarasal a...
54-206,sucat,sukat,¡Wala nang sucat icatacot!...
54-213,cang,kang,—¡Huwag cang lumabas at hindi ka nacapangungumpisa...
54-213,cang,kang,—¡Huwag cang lumabas at hindi ka nacapangungumpisa...
54-237,nagbucas,nagbukas,Tumingin sa bintana si Ibarra; nagningning ang kan...
54-256,bundoc,bundok,"Linisan ni Elias ang bundoc, tumacas at lumusong s..."
54-266,Nagbalic,Nagbalik,"Nagbalic siya sa pampang at napatungo sa bayan, ¿a..."
54-268,tacot,takot,Tila mandin walang tao ang bayan; sarang lahat ang...
54-270,lacad,lakad,Sa panganganib niyang baka kanyang macasalubong an...
54-284,macapal,makapal,; datapwat isang macapal na aso ang siyang pumupun...
55-7,malacas,malakas,Marahil walang macapangabas na bumigay ng palo ng ...
55-8,tacot,takot,Binucsan ding may tacot ang isang maliit na bintan...
55-48,manoc,manok,"Sumasaya ng untiunti ang mga daan: ang mga aso, mg..."
55-48,capit,kapit,"Sumasaya ng untiunti ang mga daan: ang mga aso, mg..."
55-48,capit,kapit,"Sumasaya ng untiunti ang mga daan: ang mga aso, mg..."
55-48,tacot,takot,"Sumasaya ng untiunti ang mga daan: ang mga aso, mg..."
55-49,manoc,manok,Nang mapagkilalang macalalacad na hindi tatanggap ...
55-68,cang,kang,"—Ngunit babae, ¿wala cang caawaawa?......"
55-85,sucat,sukat,—ang isinagot naman ng lalaki na nacasilip ng suca...
55-90,capit,kapit,—¡May isang nagbigti sa halamanan ng capit-bahay!...
55-95,capit,kapit,"—Siya nga po,—ang ipinagpatuloy ng alilang babaeng..."
55-98,wica,wika,"—Tingnan natin siya,—ang wica ng matandang lalaki,..."
55-99,cang,kang,—¡Huwag cang pumaroon!...
55-104,tacot,takot,"At siya'y na pa sa halamanan, na sinusundan ng ali..."
55-109,malacas,malakas,—Hindi dapat natin siyang galawin hanggang sa duma...
55-111,capit,kapit,—Iyan ang capit-bahay nating tumitira sa bahay na ...
55-122,capit,kapit,"Nangagsiparoon ang mga capit-bahay, at macapal na ..."
55-122,macapal,makapal,"Nangagsiparoon ang mga capit-bahay, at macapal na ..."
55-122,bangcay,bangkay,"Nangagsiparoon ang mga capit-bahay, at macapal na ..."
55-123,bangcay,bangkay,"Nangagsirating, nang may calahating horas na, ang ..."
55-124,licod,likod,"—Nagdadalidali ang tao sa pagkamatay,—ang sinabi n..."
55-127,bangcay,bangkay,Samantala'y minamasdan ang bangcay at ang lubid ng...
55-128,bangcay,bangkay,Hindi higuit kay sa ibang bahagui ng katawan ang p...
55-129,bangcay,bangkay,"Inusisang magaling ng mapagsiyasat na taga bukid, ..."
55-136,lacad,lakad,Nagsalita ng ilang pautal-utal na sabi ang taga bu...
55-155,bucas,bukas,"—Natapos na ang lahat ng mga misa,—ang sinabi ng b..."
56-8,bangcay,bangkay,"Naaamoy ng halimaw ang bangcay, kanyang inaasam-as..."
56-28,casunod,kasunod,Ang tagatanod bilangguang may casunod na apat na s...
56-29,macapal,makapal,Nangagsilabas ang isang amoy na labis ng baho at i...
56-34,nacapag,nakapag,Lumabas ang isang anyong nacapag-aalap-ap na nagui...
56-56,bangcay,bangkay,—¡Ihatid ninyo siya sa kinalalagyan ng mga bangcay...
56-58,bangcay,bangkay,"Sa isang suloc ng patio, sa ibabaw ng isang carret..."
56-62,bangcay,bangkay,Hindi sumagot si Tarsilo; nakita niya ang bangcay ...
56-62,bangcay,bangkay,Hindi sumagot si Tarsilo; nakita niya ang bangcay ...
56-67,licod,likod,Isang haguinit ang siyang umalingawngaw sa hangin ...
56-85,malacas,malakas,"—ang biglang sinabi ng malacas ni Tarsilo, sa gitn..."
56-96,culang,kulang,Samantala'y ipinagpapatuloy sa salas ang cagagawan...
56-106,pagcuha,pagkuha,Isang casangcapang tulad sa pinggang cawayan (timb...
56-113,bangcay,bangkay,"Isang sulyap, na may taglay na panaghili, ang itin..."
56-123,Nagbalic,Nagbalik,Nagbalic ang alferez at pinanguluhan ang paghuhugo...
56-154,bangcay,bangkay,Humudyat ang alferez upang alisin sa pagkabitin si...
56-170,culang,kulang,—ang inulit ng culang culang ang isip....
56-170,culang,kulang,—ang inulit ng culang culang ang isip....
56-176,Culang,Kulang,¡Andong Culang-culang po!...
56-176,culang,kulang,¡Andong Culang-culang po!...
56-183,cang,kang,Huwag cang magsinungaling at titimbain ka!...
56-197,paglacad,paglakad,Huminto ng paglacad ang alferez at tiningnan ng mg...
57-13,malacas,malakas,Naroroon ang biyanan ng manunuba ng niyog; hindi s...
57-20,maca,maka,Ngunit iilan tao ang pumapansin sa maca Mahomang b...
57-25,maglacad,maglakad,"Huwag kayong gumawa ng gayon,—ani capitana Maria;—..."
57-38,naca,naka,—¡Walang ano mang ginagawa ang aking manugang ay s...
57-78,pagpasoc,pagpasok,"Nasumpungan siyang patay, kinabucasan, ng mga nag-..."
58-2,tacot,takot,Samantala'y mga balitang tanging mula sa mga conve...
58-6,culay,kulay,Sa isang bahagui naman ng mga mamamayang iya'y nap...
58-8,culay,kulay,Ang nangyaring iyo'y inilaladlad ni Capalaran sa g...
58-28,manoc,manok,—Sinabi ko na: ipinapahamac ng mga jesuita ang lup...
58-32,manoc,manok,¿sino ang macasusulat ng mga cahig-manoc!...
58-57,culay,kulay,Ang mga ito at iba pang mga bagay ang mga sabihan ...
58-79,malacas,malakas,"—ang itinutol ng masaclap na tinig, at saka tumamp..."
58-81,cang,kang,"—Tunay ngang sinabi ko iyan sa iyo, sa pagka't ......"
58-114,cang,kang,"—Hindi cailangan, dapat cang humarap na gaya ng gi..."
58-119,bucas,bukas,¡sabihin mo ang pangalang iyan at ng bucas di'y bi...
58-119,sucat,sukat,¡sabihin mo ang pangalang iyan at ng bucas di'y bi...
58-164,tacot,takot,"—ang sigaw ni capitana Tinchang, na puspos ng taco..."
58-174,cang,kang,—¡Huwag cang mamatay!...
58-175,cang,kang,"—ang panambitan ng babae;—¡huwag cang mamatay, sa ..."
58-241,cuta,kuta,—Isang sangcalan lamang ang paaralan; ang banta ni...
58-296,caawa,kaawa,Kasama sa mga taong itong pinacamamahal ang caawa-...
59-2,catacot,katakot,Sa buong panahong itong catacot-tacot ay wala sino...
59-2,tacot,takot,Sa buong panahong itong catacot-tacot ay wala sino...
59-17,cuta,kuta,Pinagbubulungbulunganang mabibitay si Ibarra; sa p...
59-27,tacot,takot,"Si kapitan Tiago'y maingat at matatacutin, kaya't ..."
59-37,macapag,makapag,May tatlong araw ng guinagagad ni doña Victorina a...
59-52,culay,kulay,Napupuluputan ang mahabang buhok ng sutlang cintas...
59-66,Sucat,Sukat,Sucat ng sabihing ng sila'y magpaalaman ay pawang ...
59-67,bucas,bukas,"—Ipasabi mo sa fonda, na bucas ay mag-aalay tayo n..."
59-73,tacot,takot,Naririyan ang pinacamarami sa ating mga cakilala; ...
59-80,cabilang,kabilang,Sa cabilang daco'y ito naman ang salitaan:...
59-84,macailan,makailan,Nariringig marahil ang gayong mga salitaan ng dala...
59-85,Malacas,Malakas,"Malacas ang salitaan sa pulutong ng mga lalaki, at..."
59-89,sucat,sukat,—Wala na akong sucat gawin sa bayang iyan; sa Mayn...
59-104,malacas,malakas,"—Kung ang binatang iyan,—ang patuloy na sinabi ng ..."
59-114,nacuha,nakuha,Napatotohanang pawang taksil na gagad lamang ang m...
59-114,bangcay,bangkay,Napatotohanang pawang taksil na gagad lamang ang m...
59-146,malacas,malakas,Nagpapatuloy ang musica ng pagtugtog ng masasayang...
59-150,malacas,malakas,—anang tia ng sabing malacas; palibhasa'y bata't w...
59-158,paglacad,paglakad,Isa sa dalawang lalaking nacasacay sa bangcang iyo...
59-162,tacot,takot,—ang sinabing marahang puspos ng tacot....
59-168,bangcay,bangkay,—¡Isinumpa ko sa piling ng bangcay ng aking inang ...
59-169,magculang,magkulang,"Mangyayaring magculang ikaw sa iyong isinumpa, siy..."
59-192,nagculang,nagkulang,"—¡Inibig mo, nagculang tiwala ka sa akin, patawari..."
59-207,nacuha,nakuha,"Nalimutan ang mga sulat na ito nang aking ama, sa ..."
59-223,pinacain,pinakain,"—Oo,—at humagulhol ang dalaga;—hinihingi sa akin n..."
60-11,magcapatid,magkapatid,"—Elias,—ang muling sinabi ni Ibarra; nanggaling an..."
60-29,culang,kulang,Hindi macarating hanggang sa inyo ang pamanhik ng ...
60-35,culang,kulang,"At yamang kanilang inibig, magpifilibuster ako, ng..."
60-48,cang,kang,—ang sinabi sa kanya nito; ipinauunawa ko sa iyo n...
60-94,calapit,kalapit,Nakikita ko ng mga panahong iyon ang aking kapatid...
60-98,sucat,sukat,"Nagtutuca ang carabinero sa Malapad-na-bato, at ng..."
60-102,culay,kulay,Naaninagnagan nila sa malayo ang isang bagay na cu...
60-110,magbalic,magbalik,Inacalang magbalic sa Pasig; lalong matulin ang ka...
60-124,casunod,kasunod,"Naringig ng sandaling iyon, ang isang chis sa tubi..."
61-6,tacot,takot,Lumucso si Maria Clara sa kanyang upuan at pinagma...
61-7,natacot,natakot,"—Tangaria, ¿natacot ka ba, ha?..."
61-16,catiwala,katiwala,—Wala ka na bang catiwala sa iyong inaama?...
61-17,cang,kang,—ang itinanong na ang anyo'y naghihinananakit mand...
61-31,cang,kang,"—¡Huwag cang tumangis ng ganyan, anak ko, sa pagka..."
61-44,macapag,makapag,—¡Nang buhay pa siya'y macapag-aasawa ako ... inaa...
61-55,culang,kulang,¿Paano ang aking pagpapahintulot na pacasal ikaw s...
61-59,macapag,makapag,Dahil dito'y inihahanap cata ng isang asawang maca...
62-1,bundoc,bundok,"Sa itaas, sa balisbis ng isang bundoc, sa tabi ng ..."
62-4,manoc,manok,"Sa lilim ng isang kahoy, ang nunong lalaki'y gumag..."
62-9,bundoc,bundok,—Saasama ka sa amin sa pag-akyat sa taluctoc ng bu...
62-9,paglucso,paglukso,—Saasama ka sa amin sa pag-akyat sa taluctoc ng bu...
62-28,manoc,manok,Sa gabing ito'y may inahing manoc tayo at tapa ng ...
62-35,Lacad,Lakad,"Lacad na, anak ko, at samahan ka nawa ng Dios at n..."
62-52,Pinacapit,Pinakapit,Pinacapit siya ni Lucia sa kanyang mga bisig at na...
62-58,cabilang,kabilang,Sa «entresuelo» ng bahay ni kapitang Basilio'y nag...
62-69,Natacot,Natakot,Natacot ang medicong siya'y isumbong na kaibigan n...
62-85,tacot,takot,"—Hindi,—ang isinagot nito;—tumanggap ako ng isang ..."
62-94,culang,kulang,Piniguilan ng culang palad ang pangangatal ng kany...
62-97,culay,kulay,"Nagpasimula ng pag-awit si Sisa sa tapat ng bahay,..."
62-100,tacot,takot,Pagkakita ni Sisang lumalapit ang sundalo at ng ma...
62-141,culang,kulang,Niyacap ng culang palad ang bangcay at tumangis ng...
62-141,bangcay,bangkay,Niyacap ng culang palad ang bangcay at tumangis ng...
62-161,cabilang,kabilang,"Sa may mga dalawampong hacbang buhat dito, sa cabi..."
62-161,bangcay,bangkay,"Sa may mga dalawampong hacbang buhat dito, sa cabi..."
62-172,calapit,kalapit,Tinatanawan ng mapamintacasing babae ang calapit n...
62-172,macapal,makapal,Tinatanawan ng mapamintacasing babae ang calapit n...
63-10,culang,kulang,Ilang linggo pa muna bago magmonja si Maria Clara'...
63-14,culay,kulay,"Kung manacanaca'y maglacadlacad kayo, kung dakong ..."
63-20,culang,kulang,"Ang tanging tagapagtanggol ng culang palad na ito,..."
63-20,Paco,Pako,"Ang tanging tagapagtanggol ng culang palad na ito,..."
63-21,culay,kulay,"Napasa España ang nagdiwang na alferez, na ang cat..."
63-28,macailan,makailan,Ipinagtanong naming macailan siya sa ilang taong m...
63-28,manoc,manok,Ipinagtanong naming macailan siya sa ilang taong m...
63-30,pacpac,pakpak,Isang gabi ng Septiembreng umaatungal ang bagyo at...
63-30,tacot,takot,Isang gabi ng Septiembreng umaatungal ang bagyo at...
63-39,cang,kang,huwag cang mag-alaala; dapat magcaroon ang mga mon...
63-42,malacas,malakas,At tumingala upang macakita sa cadiliman: ng sanda...
63-48,tacot,takot,—ang inulit ng sundalo na nagtataguctucan ang ngip...
63-70,malacas,malakas,"¿Sino kaya ang humihibic sa calaguitnaan ng gabi, ..."
63-75,malacas,malakas,na nacacahalo ng mga buntong hininga ng hanging ma...
