token,frequency,capitalized_count,pattern_match,modern_suggestion,confidence,auto_action,sample_contexts
eunuco,1,0,C_TO_K,eunuko,HIGH,REVIEW,['42: Sumaalaala niya yaong bantog na tinuran ni San Juan Crisostomo nang ipinagtanggol ang eunuco na si Eutropio: “¡Kailan man ay hindi naging lalong kapit na di gaya ngayon sabihing: Kapalaluan ng mga kapalaluan at ang lahat ay kapalaluan!']
Constantinopla,1,1,C_TO_K,Konstantinopla,MEDIUM,REVIEW,['48: ¿Saan matatagpo ang mga bigkas na nakaaakit ng obispo sa Constantinopla?']
pinapagduop,1,0,UO_TO_O,pinapagdop,MEDIUM,REVIEW,"['62: Sindak na pinapagduop ni Padre Florentino ang mga kamay, dahil sa waring nakilala ang kakilakilabot na katotohanan.']"
cuadrong,1,0,C_TO_K,kuadrong,HIGH,REVIEW,"['45: Hindi siya nahikayat ni Simoun; ayaw ng mga cuadrong oleo ang mangangalakal, baka may maghinalang gawa ng mga artistang pilipino....']"
mercurio,1,0,C_TO_K,merkurio,HIGH,REVIEW,"['80: Ang lampara ay magbibigay ng isang maningning na ilaw na sukat na siyang mag-isa upang magpaliwanag sa lahat: ngunit pagkaraan ng dalawang pung minuto ay lalamlam ang ilaw, at sa gayon, kapag tinangkang itaas ang lambal ay puputok ang isang kapsulang fulminato de mercurio, ang granada ay sasabog at kasabay niya ang kakainan na sa bubong at sahig ay kinanlungan ko ng mga bayong ng pulbura upang walang makaligtas na sino man......']"
Conmigo,1,1,C_TO_K,Konmigo,MEDIUM,REVIEW,['83: —¡Conmigo no ta debi nada!']
pasalisalimuot,1,0,UO_TO_O,pasalisalimot,MEDIUM,REVIEW,"['76: Samantala nama’y itinotornilyo ni Simoun ang isang katangitangi at pasalisalimuot na kasangkapan, inilagay ang tubong bubog, ang bomba, at ang lahat ng iyon ay pinutungan ng isang magarang pantalya.']"
poco,1,0,C_TO_K,poko,HIGH,REVIEW,"['86: Siguro de llora un poco, luego de casa con un español.']"
idalañgin,1,0,NG_TILDE,idalangin,HIGH,SAFE,"['165: “Ang pagkamahabagin, NA LALONG BUHAY SA MAÑGA BAYANG KATOLIKO KAY SA IBANG BAYAN, at ang alaala Niyong sa udyok din noon ay naghirap dahil sa sangkatauhan, sa amin ay nagpakilos (sic) sa pagkahabag sa mañga kasawian nang ating kapuwa at idalañgin upang sa lupaing ito, na salantangsalanta sa mañga bagyo, ay huwag maulit ang mañga kasakitsakit na pangyayaring napagmasdan nang mañga naninirahan sa Estados Unidos.']"
pagliñgap,1,0,NG_TILDE,paglingap,HIGH,SAFE,"['168: “Matapos ang gayong karaming pagkahabag at pagliñgap sa katauhan, si Fray Ibañez, itong, si Ben-Zayb, ay nanira sa pagdalañging patungkol sa Pilipinas.']"
pagdalañging,1,0,NG_TILDE,pagdalanging,HIGH,SAFE,"['168: “Matapos ang gayong karaming pagkahabag at pagliñgap sa katauhan, si Fray Ibañez, itong, si Ben-Zayb, ay nanira sa pagdalañging patungkol sa Pilipinas.']"
parroquia,1,0,QU_TO_K,parrokia,HIGH,REVIEW,"['3: Tunay nga na ipinaalaala kay Padre Irene ng kura sa parroquia na si kapitang Tiago ay namatay nang hindi nagkukumpisal, ngunit ang mabuting pari, samantalang nakangiti nang palibak, ay hinimas ang kaniyang ilong at sumagot na:']"
Coliseo,1,1,C_TO_K,Koliseo,MEDIUM,REVIEW,"['84: Sa ganiyang paraan nayari ang mga Piramide, ang lawang Moeris at ang Coliseo sa Roma.']"
Corporaciones,1,1,C_TO_K,Korporaciones,MEDIUM,REVIEW,"['9: Si Padre Irene ang inihalal ni kapitang Tiago na kaniyang albacea at gaganap ng kaniyang mga habilin, at iniiwan ang bahagi ng kaniyang kayamanan sa Sta. Clara, ang bahagi ay sa Papa, sa Arsobispo, sa mga Corporaciones, at nag-iwan ng dalawang pung piso upang ipagbayad ng matricula ng mga nag-aaral na maralita.']"
acuto,1,0,C_TO_K,akuto,HIGH,REVIEW,"['26: Walang nahita si Don Primitivo sa kalalatin, si Martin Aristorenas ay nag-iiiling, gayong ang latin ni Don Primitivo ay madaling mawatasan: sinasabi niyang: an gallus talisainus, acuto tari armatus, an gallus beati Petri bulikus sasabungus sit at iba pa.']"
Cave,1,1,C_TO_K,Kave,MEDIUM,REVIEW,['29: Cave ne cadas!']
cadas,1,0,C_TO_K,kadas,HIGH,REVIEW,['29: Cave ne cadas!']
peccatum,1,0,C_TO_K,peckatum,HIGH,REVIEW,"['32: Hindi mo pinananaligan ang kapangyarihan ng Dios, peccatum mortale!']"
Quicumque,1,1,C_TO_K,Quikumque,MEDIUM,REVIEW,"['37: Quicumque non crederit, anathema sit!']"
isuot,1,0,UO_TO_O,isot,MEDIUM,REVIEW,"['42: Ipinalagay ni kapitang Tinong na damit pransiskano ang isuot; mayroon pa naman siyang isa, luma, sirasira at takpi takpi, mainam na kasangkapan na, alinsunod sa patunay ng prayle na pinaglimusan niya sa halagang tatlong pu’t anim na piso, nakapagliligtas sa bangkay sa apoy ng inpierno, at nagsalaysay ng makapagpapatibay na mga banal na pangyayaring hango sa mga aklat na ikinakalat ng mga kura.']"
makabuo,1,0,UO_TO_O,makabo,MEDIUM,REVIEW,"['46: Dahil sa pagkakabilanggo ni Basilio, ang mga dukha’t marunong lumingap na mga kaanak ay gumawa ng lahat ng magagawa upang mailigtas ang binata; ngunit sa dahilang silang lahat ay hindi pa makabuo ng tatlong pung piso, ay si hermana Bali, gaya rin ng dati, ang siyang nagkaroon ng lalong mabuting akala.']"
oraculo,1,0,C_TO_K,orakulo,HIGH,REVIEW,"['48: Sa mga abang taong iyon, ang taga-sulat sa tribunal ay siyang oraculo sa Delfos ng matatandang griego.']"
correo,1,0,C_TO_K,korreo,HIGH,REVIEW,['98: —¿Alam baga ninyo kung kailan aalis ang correo?']
quevedo,1,0,QU_TO_K,kevedo,HIGH,REVIEW,"['36: Ngunit ang asawa, sindak sa nagawang kasalanan, na sa kaniya’y waring isang kakilakilabot na pagpatay sa kabiyak ng puso ang gayong nagawa, habol ng mga furia sa tahanan (ang dalawang aso at isang loro sa bahay), ay nagtatakbo ng buong tuling ipinahintulot ng kaniyang pilay, lumulan sa unang sasakyang natagpuan, sumakay sa unang bangkang nakita sa isang ilog, at, Ulises na pilipino, nagpagalagala sa mga bayan-bayan, sa isa’t isang lalawigan, sa isa’t isang pulo, na pinamumuntutan ng kaniyang Calipso, na naka quevedo, na nakayayamot sa bawat makasama sa paglalakbay.']"
caballeria,1,0,C_TO_K,kaballeria,HIGH,REVIEW,"['39: Iginiba na ang mga bahay na pawid, sa tulong ng isang pulutong na “caballeria” upang dumumog sa mga may ari, sakaling mangagsilaban: nagkaroon ng maraming iyakan at maraming paghihinagpis, ngunit hindi na naman lumalo pa roon.']"
cornalina,1,0,C_TO_K,kornalina,HIGH,REVIEW,"['53: Ang sisidlan ay anyong isang granada, kasinglaki ng ulo ng tao, may kaunting bitak, na kinakakikitaan ng mga butil sa loob, na ginayahan ng malalaking cornalina.']"
aquel,1,0,QU_TO_K,akel,HIGH,REVIEW,"['79: —Loco-loco tambien aquel Isagani,—ang sabing namumuhi ng nag-aaral;—no sana de cogi con ele, ta anda pa presenta!']"
Cabecera,1,1,C_TO_K,Kabecera,MEDIUM,REVIEW,"['26: Upang huwag makipagkagalit sa Kura at sa Pamahalaan ay pinagpapaluwalan niya ang naaalis sa padron, ipinagbabayad ang mga umaalis at namamatay, nag-aaksaya ng maraming panahon sa paniningil at pagtungo sa Cabecera.']"
Quoi,1,1,UO_TO_O,Qoi,MEDIUM,REVIEW,"['66: Quoi v’la tous les cancans d’la s’maine!.... ang awit ni Gertrude, isang magandang dalaga na sumusulyap ng makahulugang sulyap sa Kapitan General.']"
colegial,1,0,C_TO_K,kolegial,HIGH,REVIEW,"['62: Isang araw na kasama ng mga “colegial” sa paglilibot ay nakagalit ng ilang “cadete”, na, naging sanhi muna ng simulang pag-aaway at pagkatapos ay paghahamunan.']"
Aquino,1,1,QU_TO_K,Akino,MEDIUM,REVIEW,"['2: Sa hinabahaba ng dingding na bato ay may tatlong baitang na bato na may takip na dalig, na puno ng mga nag-aaral na ang pagkakahanay ay alinsunod sa unang letra ng kanilang pangalan; sa ibayo ng pasukan, sa ilalim ng isang larawan ni Santo Tomas de Aquino, ay nalalagay ang luklukan ng propesor, mataas at may dalawang hagdan sa magkabilang panig.']"
ñgayon,1,0,NG_TILDE,ngayon,HIGH,SAFE,"['17: Sa taontaon ay may dalawang daa’t limang pu ang nag-aaral ng tinurang asignatura, at marahil dala ng katamaran, ng pagwawalang bahala, sa kauntian ng kaya ng indio o iba pang sanhing likas sa kanila o bagay na di mawatasan.... hanggang sa ñgayon ay hindi pa sumisipot ang isang kahit munti man lamang, na Lavoisier, isang Secchi, ni isang Tyndall, na lahing malayong pilipino.']"
quos,1,0,UO_TO_O,qos,MEDIUM,REVIEW,"['154: —Katutubo ng tao ang mamuhi doon sa inapi niya, ang sabi ni Tacito na pinatibayan ang quos laeserunt et oderunt ni Seneca.']"
pagkabuo,1,0,UO_TO_O,pagkabo,MEDIUM,REVIEW,['113: Iya’y isang munting batong natapon sa kaparangan na hindi kasama sa pagkabuo ng isang bahay.']
Canones,1,1,C_TO_K,Kanones,MEDIUM,REVIEW,"['42: Hindi lamang hindi pinupupo ni Padre Millon ang lahat ng nag-aaral, gaya ng sino mang mabuting prayle, kundi kinakausap pa sila ng wikang tinda, bagay na natutuhan sa katedratiko sa Canones.']"
concilio,1,0,C_TO_K,koncilio,HIGH,REVIEW,"['43: Kung sa gayong pananalita ay inakala ng Reberendo ang kutyain ang mga nag-aaral o ang mga banal na takda ng mga concilio, ay bagay na hindi pa napasisiyahan, kahit pinagtalunan na ng mahaba.']"
pagsusuot,1,0,UO_TO_O,pagsusot,MEDIUM,REVIEW,"['82: Siya ang natakdaang bibigkas ng talumpating pagpapasalamat sa pagsusuot ng “muceta”, at nakikinikinita na niyang siya’y nasa gitna ng Paraninfo, sa harap ng lahat ng nangagtuturo, at siya ang pinagtitinginanan at pinakikinggan ng madla.']"
requiescat,1,0,C_TO_K,requieskat,HIGH,REVIEW,['56: hindi iyan; dominus vobiscum ang sinasabi ko sa iyo at ang isinasagot mo sa akin ay requiescat in pace!']
medico,1,0,C_TO_K,mediko,HIGH,REVIEW,"['80: Ang taong ito’y siyang huling taon ng kaniyang pag-aaral at sa loob ng dalawang buwan na lamang ay “medico” na siya, uuwi na sa kaniyang bayan, pakakasal kay Juliana at mamumuhay silang maligaya.']"
vocatur,1,0,C_TO_K,vokatur,HIGH,REVIEW,"['71: Kung ang pamukha ay siyang salamin, ay iba sa kabagayan ng salamin ang ano mang nalalagay sa likuran, sa dahilang ang nasa likod ay hindi makapagbabago sa nasa sa harapan, id est, ng ibabaw, quae super faciem est, quia vocatur superficies facies ea quae supra videtur; pinaayunan mo o hindi?']"
commendo,1,0,C_TO_K,kommendo,HIGH,REVIEW,"['79: Hinuhudyatan siyang umayon ng mga kasama, lalo na si Juanito Pelaez, at sa pagpapadala sa masama niyang kapalaran, ay bumitiw ng isang umaayon po ako, Padre na ang boses ay malamlam na waring ang tinuran ay In manus tuas commendo spiritum meum.']"
Concedo,1,1,C_TO_K,Koncedo,MEDIUM,REVIEW,"['80: —Concedo antecedentum—ang ulit ng nagtuturo na ngumiti ng may kahulugan—ergo, maaaring kayurin ko ang tinggang puti ng isang salaming bubog, palitan ng kaputol na bibingka at mayroon din tayong salamin, ¿ha?']"
dereliquiste,1,0,QU_TO_K,derelikiste,HIGH,REVIEW,"['83: Deus meus, Deus meus, quare dereliquiste me, ang ipinahahayag ng kaniyang hapis na paningin samantalang ang kaniyang mga labi’y bumibigkas ng ¡linintikan!']"
Atqui,1,1,QU_TO_K,Atki,MEDIUM,REVIEW,"['169: Atqui sa dahilang bihira kong basahin ang talaan at sa bawat pagkahuli ko sa isa ay nilalagyan ko ng limang guhit, ergo ¿ilan ang makalimang lima?']"
multiplicar,1,0,C_TO_K,multiplikar,HIGH,REVIEW,['170: ¡Nakalimot ka na marahil ng multiplicar!']
camaron,1,0,C_TO_K,kamaron,HIGH,REVIEW,"['179: —Labing lima, parejo camaron con cangrejo!']"
cangrejo,1,0,C_TO_K,kangrejo,HIGH,REVIEW,"['179: —Labing lima, parejo camaron con cangrejo!']"
Cogito,1,1,C_TO_K,Kogito,MEDIUM,REVIEW,"['31: —¡Cogito, ergo sum!']"
escolastico,1,0,C_TO_K,eskolastiko,HIGH,REVIEW,"['103: Sa España ay nagkaroon kami ng kapangyarihang alinsunod sa kaibigan ng iisang tao at kayo’y nagkaroon ng gayon ding pamahalaan; kinalatan ng mga prayle ng kanilang kombento ang aming mga lupain at kombento ng mga prayle ang laman ng isang katlong bahagi ng Maynila; sa España ay pinalalakad pa ang bitay, at ang bitay ay siyang huling kaparusahan dito; kami ay katoliko at ginawa namin kayong katoliko; kami’y naging escolastico at ang escolasticismo ay siyang nananagumpay sa inyong mga paaralan; sa isang sabi, mga ginoo, umiiyak kami kung kayo’y umiiyak, nagtitiis kami kung kayo’y nagtitiis, iisa ang dambana natin, iisa ang ating hukuman, iisang kaparusahan, at nararapat na ibigay namin sa inyo ang amin ding mga karapatan at ang amin ding mga katuwaan.']"
heretico,1,0,C_TO_K,heretiko,HIGH,REVIEW,"['148: Yaon ay isang banal na pulutong na itinatag upang tumulong sa Dios sa pakikibaka sa dilang kasamaan, upang pigilin ang pagpasok ng contrabando heretico sa talipapa ng bagong Siyon.']"
contrabando,1,0,C_TO_K,kontrabando,HIGH,REVIEW,"['148: Yaon ay isang banal na pulutong na itinatag upang tumulong sa Dios sa pakikibaka sa dilang kasamaan, upang pigilin ang pagpasok ng contrabando heretico sa talipapa ng bagong Siyon.']"
Seneca,1,1,C_TO_K,Seneka,MEDIUM,REVIEW,"['154: —Katutubo ng tao ang mamuhi doon sa inapi niya, ang sabi ni Tacito na pinatibayan ang quos laeserunt et oderunt ni Seneca.']"
pasuotsuot,1,0,UO_TO_O,pasotsot,MEDIUM,REVIEW,"['23: Yao’y isang sisidlang bakal, na patalim na kininis, at maraming palamuting bronse at mga matitibay at pasuotsuot na panara.']"
Golconda,1,1,C_TO_K,Golkonda,MEDIUM,REVIEW,['66: Itong isa na nakuha sa mina sa Golconda ay tatlong kilatis at kalahati ang timbang at ang halaga’y higit sa anim na pung libo.']
Marco,1,1,C_TO_K,Marko,MEDIUM,REVIEW,"['95: Sa pamag-itan niyan marahil ay nasilo ni Cleopatra si Cesar, si Marco Antonio...... iyan ay nakadingig ng mga panunumpa sa pag-ibig ng dalawang lalong bantog na bayani sa kanilang kapanahunan, iyan ay nakadingig ng mga banggit na lubhang ayos at malinis na wikang latin, at maanong magamit mo na lamang siya!']"
masusuot,1,0,UO_TO_O,masusot,MEDIUM,REVIEW,"['105: —ang sabi tuloy—masusuot na ang dalawang daliri ng sino man sa atin; sinasabi ko na nga, tayo’y pumapaurong.']"
Nicasio,1,1,C_TO_K,Nikasio,MEDIUM,REVIEW,"['165: Ang mga pangalan ninyo’y Luis Habaña, Matias Belarmino, Nicasio Eigasani, Cayetano de Jesus, Mateo Elejorde, Leandro Lopez, Antonino Lopez, Silvestre Ubaldo, Manuel Hidalgo, Paciano Mercado, kayo ang buong bayan ng Kalamba!....']"
Cayetano,1,1,C_TO_K,Kayetano,MEDIUM,REVIEW,"['165: Ang mga pangalan ninyo’y Luis Habaña, Matias Belarmino, Nicasio Eigasani, Cayetano de Jesus, Mateo Elejorde, Leandro Lopez, Antonino Lopez, Silvestre Ubaldo, Manuel Hidalgo, Paciano Mercado, kayo ang buong bayan ng Kalamba!....']"
Mercado,1,1,C_TO_K,Merkado,MEDIUM,REVIEW,"['165: Ang mga pangalan ninyo’y Luis Habaña, Matias Belarmino, Nicasio Eigasani, Cayetano de Jesus, Mateo Elejorde, Leandro Lopez, Antonino Lopez, Silvestre Ubaldo, Manuel Hidalgo, Paciano Mercado, kayo ang buong bayan ng Kalamba!....']"
alcalde,1,0,C_TO_K,alkalde,HIGH,REVIEW,"['3: Inakala na ng mga may kapangyarihan sa lalawigan na may maaalis sa katungkulan o kaya’y malilipat; ang mga kaawaawang kapitan sa bayan at mga kabisa ay hindi nangapalagay at hindi nangakatulog sa panganganib na baka masumpungan ng maalindog na mangangaso ang ipalit sila sa mga hayop sa gubat na hindi marunong umalinsunod, gaya ng ginawa na ng isang alcalde noong mga nakaraang araw na napapasan sa tao, sa boo niyang paglalakbay, sapagka’t walang mabait na kabayong maaasahang hindi magbabagsak sa kaniya.']"
Cartago,1,1,C_TO_K,Kartago,MEDIUM,REVIEW,"['24: —Mayroon po akong mga palamuti ng liig ni Cleopatra, mga sadyang tunay, na nakuha sa mga piramide, mga singsing ng mga senador at mga Ginoong romano na nakuha sa mga labing muog ng Cartago......']"
pecadores,1,0,C_TO_K,pekadores,HIGH,REVIEW,"['18: ¿Dapat ba namang bigkasin ng tunggak na iyon ang Dios te Salve Maria ng hindi humihinto sa es contigo, at ang Santa Maria ay walang patlang sa pecadores, na gaya ng ginagawa ng sino mang mabuting kristiana na may takot sa Dios?']"
quem,1,0,QU_TO_K,kem,HIGH,REVIEW,['157: Proprium humani ingenii est odisse quem laeseris.']
contigo,1,0,C_TO_K,kontigo,HIGH,REVIEW,"['18: ¿Dapat ba namang bigkasin ng tunggak na iyon ang Dios te Salve Maria ng hindi humihinto sa es contigo, at ang Santa Maria ay walang patlang sa pecadores, na gaya ng ginagawa ng sino mang mabuting kristiana na may takot sa Dios?']"
casus,1,0,C_TO_K,kasus,HIGH,REVIEW,['187: May anim na buwan nang ang kahilingan ay nag-aantay doon ng isang kapasiyahan at naging isang wari’y casus belli na tuloy ng ilang lupon.']
Makaragui,1,1,GUI_TO_GI,Makaragi,MEDIUM,REVIEW,['208: —Mayroon pang isang nagngangalang Makaragui o Makarai......']
isinusuot,1,0,UO_TO_O,isinusot,MEDIUM,REVIEW,"['33: At gayon nga marahil, sapagka’t ginigising silang maaga, linilinis, binibihisan at isinusuot sa kanila ang lahat ng kagayakang bago, mahal at mainam na mayroon sila, mga sapatos na sutla, malalaki’t malalapad na sombrero, damit na lana, sutla o tersiopelo, kasama ang apat o limang maliliit na kalmen na may dalang ebanhelio ni San Juan, at matapos na mataglay ang lahat ng yaon ay dinadala sila sa misa mayor na kulangkulang sa isang oras ang haba, pinagtitiis sila ng init at singaw ng maraming taong nagkakasiksikan at nagpapawis, at kung hindi man sila pinagdadasal ng rosario ay kailangan naman nila ang huwag maglilikot, mayamot o makatulog.']"
politica,1,0,C_TO_K,politika,HIGH,REVIEW,"['245: Ang pagtuturo ng wikang kastila ay mangyayaring pahintulutan ng walang anomang kapanganiban, at upang huwag lumabas na isang pagdaig sa Unibersidad, ay nararapat na tayong mga dominiko ay magpauna sa pagkagalak ng dahil sa bagay na iyan; iyan ang politica.']"
Escuela,1,1,C_TO_K,Eskuela,MEDIUM,REVIEW,"['13: Kahi’t na sa mga ilan ilang dako’y nakapagpapasaya sa hanay ang matalaghay at makulay na anyo ng mga nag-aaral na babae sa Escuela Municipal, na may mga sintas sa balikat at bitbit ang kanilang mga pinag-aaralang aklat at kasunod ang kanilang mga alila, ay bahagya nang madingig ang isang tawa, bahagya nang madingig ang isang aglahi; walang mga awitan; walang masasayang parunggit; kung baga man ay mabibigat na biro, awayan ng maliliit.']"
escolasticos,1,0,C_TO_K,eskolastikos,HIGH,REVIEW,"['115: Sa isang pulutong ay nagtatalotalo, nagkakatwiranan, bumabanggit ng sinabi ng propesor, ng mga natatala sa aklat, ng mga principios escolasticos; sa ibang pulutong ay nagkukumpayan ng mga aklat, sa pamagitan ng mga tungkod ay iginuguhit sa lupa ang ibig ipakilala; sa dako pa roon ang nangalilibang naman sa panonood sa mga mapanatang tumutungo sa kalapit na simbahan, at kung ano ano ang ibinubuhay dahil sa namamalas.']"
Mecachis,1,1,C_TO_K,Mekachis,MEDIUM,REVIEW,['127: —¡Mecachis!']
escolasticismo,1,0,C_TO_K,eskolasticismo,HIGH,REVIEW,"['103: Sa España ay nagkaroon kami ng kapangyarihang alinsunod sa kaibigan ng iisang tao at kayo’y nagkaroon ng gayon ding pamahalaan; kinalatan ng mga prayle ng kanilang kombento ang aming mga lupain at kombento ng mga prayle ang laman ng isang katlong bahagi ng Maynila; sa España ay pinalalakad pa ang bitay, at ang bitay ay siyang huling kaparusahan dito; kami ay katoliko at ginawa namin kayong katoliko; kami’y naging escolastico at ang escolasticismo ay siyang nananagumpay sa inyong mga paaralan; sa isang sabi, mga ginoo, umiiyak kami kung kayo’y umiiyak, nagtitiis kami kung kayo’y nagtitiis, iisa ang dambana natin, iisa ang ating hukuman, iisang kaparusahan, at nararapat na ibigay namin sa inyo ang amin ding mga karapatan at ang amin ding mga katuwaan.']"
academico,1,0,C_TO_K,akademiko,HIGH,REVIEW,"['149: Kahi’t nag-aaral ng pag-aabogado upang magkaroon lamang ng isang titulo academico, ay may kabantugan siya sa pagkamasipag mag-aral, at kung sa pagsasalita ng alinsunod sa turong paaralan ay hindi na mahuhuli sa ibang mapaghamon sa pagtatalo sa loob ng Unibersidad.']"
reliquias,1,0,QU_TO_K,relikias,HIGH,REVIEW,"['30: Sinasasabi naman ng mga babae na ibig nilang magkaroon ng galing sa Roma, mga kuwintas na benenditahan ng Papa, mga reliquias na nakapagpapatawad ng mga kasalanan na hindi na kailangan ang mangumpisal, at iba pa.']"
chocolate,1,0,C_TO_K,chokolate,HIGH,REVIEW,"['85: Ako’y naging alila ng lahat ng prayle, ipinagluto ko sila ng chocolate, at samantalang ang kanan ko’y ipinanghahalo sa batidor ay pigil ko sa kaliwa ang gramatika, nag-aaral ako at, salamat na lamang sa Dios, hindi ako nagkailangan ng iba pang mga guro, ni iba pang akademia, ni mga pahintulot ng pamahalaan....']"
constanos,1,0,C_TO_K,konstanos,HIGH,REVIEW,"['12: Ang Buena Tinta ay galing sa kaniyang pakikipagkaibigan kay Ben-Zayb, nang ito, sa dalawang matunog na pakipagtunggali na inabot ng buwanan at lingguhan sa mga tudling ng pahayagan ukol sa kung nararapat o hindi gumamit ng sombrerong hongo, de copa o salakot, at kung ang paggamit ng ukol sa marami ng salitang caracter ay dapat maging caracteres at hindi caracteres, upang patibayan ang kaniyang mga pangangatwiran ay lumulusot kailan man sa mga salitang “constanos de buena tinta”, “lo sabemos de buena tinta” at iba pa.']"
Economica,1,1,C_TO_K,Ekonomika,MEDIUM,REVIEW,"['15: Sapagka’t may likas na katalinuhan, kapangahasan at walang pagkatigatig, ay natutong samantalahin ang lipunang kaniyang kinalalagyan, at sa tulong ng salapi ng kaniyang asawa ay nangalakal at tumanggap ng anomang pagawa ng Pamahalaan at ng Ayuntamiento, kaya’t ginawa tuloy siyang konsehal, pagkatapos ay alkalde, kagawad ng Sociedad Economica de Amigos del Pais, kasangguni ng Pangasiwaan, Pangulo ng Lupong Nangangasiwa sa Obras Pias, kagawad sa Lupong ng Kawanggawa, conciliario ng Banco Español Filipino, at iba’t iba pa.']"
conciliario,1,0,C_TO_K,konciliario,HIGH,REVIEW,"['15: Sapagka’t may likas na katalinuhan, kapangahasan at walang pagkatigatig, ay natutong samantalahin ang lipunang kaniyang kinalalagyan, at sa tulong ng salapi ng kaniyang asawa ay nangalakal at tumanggap ng anomang pagawa ng Pamahalaan at ng Ayuntamiento, kaya’t ginawa tuloy siyang konsehal, pagkatapos ay alkalde, kagawad ng Sociedad Economica de Amigos del Pais, kasangguni ng Pangasiwaan, Pangulo ng Lupong Nangangasiwa sa Obras Pias, kagawad sa Lupong ng Kawanggawa, conciliario ng Banco Español Filipino, at iba’t iba pa.']"
Banco,1,1,C_TO_K,Banko,MEDIUM,REVIEW,"['15: Sapagka’t may likas na katalinuhan, kapangahasan at walang pagkatigatig, ay natutong samantalahin ang lipunang kaniyang kinalalagyan, at sa tulong ng salapi ng kaniyang asawa ay nangalakal at tumanggap ng anomang pagawa ng Pamahalaan at ng Ayuntamiento, kaya’t ginawa tuloy siyang konsehal, pagkatapos ay alkalde, kagawad ng Sociedad Economica de Amigos del Pais, kasangguni ng Pangasiwaan, Pangulo ng Lupong Nangangasiwa sa Obras Pias, kagawad sa Lupong ng Kawanggawa, conciliario ng Banco Español Filipino, at iba’t iba pa.']"
cofradia,1,0,C_TO_K,kofradia,HIGH,REVIEW,"['17: Gayon di’y naging kagawad ng Junta Central sa pagbabakuna, na binubuo ng tatlong manggagamot at pitong walang pagkabatid sa bagay na iyon, na sa mga ito’y isa ang arsobispo at ang tatlo’y mga provincial: nakakapatid sa mga cofradia at archicofradia, at, gaya ng naunawa na natin, ay kagawad na magpapalagay sa Kataastaasang Lupon ng Paaralang bayan na hindi laging kumikilos, mga sanhing higit na sa kailangan upang balutin siya ng mga pamahayagan ng mga palayaw, kailan ma’t naglalakbay o nagbabahin.']"
archicofradia,1,0,C_TO_K,archikofradia,HIGH,REVIEW,"['17: Gayon di’y naging kagawad ng Junta Central sa pagbabakuna, na binubuo ng tatlong manggagamot at pitong walang pagkabatid sa bagay na iyon, na sa mga ito’y isa ang arsobispo at ang tatlo’y mga provincial: nakakapatid sa mga cofradia at archicofradia, at, gaya ng naunawa na natin, ay kagawad na magpapalagay sa Kataastaasang Lupon ng Paaralang bayan na hindi laging kumikilos, mga sanhing higit na sa kailangan upang balutin siya ng mga pamahayagan ng mga palayaw, kailan ma’t naglalakbay o nagbabahin.']"
nanuod,1,0,UO_TO_O,nanod,MEDIUM,REVIEW,['44: ¿Nabaluktot baga ang isa man sa mga daliri niya sa pagbunot ng isang ugat man lamang na nanuod doon?']
carlista,1,0,C_TO_K,karlista,HIGH,REVIEW,"['32: Napakalaki ang kapusukan niya ng mga unang araw na iyon, na ang ilan sa kausap-usap sa tindahan ng mga sarisaring kakanin na dinadalaw niyang maminsanminsan ay nangagsisapi sa pangkating liberal, at nagpanggap nang liberal si Don Eulogio Badana, sargento retirado sa carabinero; ang marangal na si Armendia, piloto at matalik na carlista; si Don Eusebio Picote, kawani sa aduana, at si Don Bonifacio Tacon, sapatero at talabartero.']"
Picote,1,1,C_TO_K,Pikote,MEDIUM,REVIEW,"['32: Napakalaki ang kapusukan niya ng mga unang araw na iyon, na ang ilan sa kausap-usap sa tindahan ng mga sarisaring kakanin na dinadalaw niyang maminsanminsan ay nangagsisapi sa pangkating liberal, at nagpanggap nang liberal si Don Eulogio Badana, sargento retirado sa carabinero; ang marangal na si Armendia, piloto at matalik na carlista; si Don Eusebio Picote, kawani sa aduana, at si Don Bonifacio Tacon, sapatero at talabartero.']"
Tacon,1,1,C_TO_K,Takon,MEDIUM,REVIEW,"['32: Napakalaki ang kapusukan niya ng mga unang araw na iyon, na ang ilan sa kausap-usap sa tindahan ng mga sarisaring kakanin na dinadalaw niyang maminsanminsan ay nangagsisapi sa pangkating liberal, at nagpanggap nang liberal si Don Eulogio Badana, sargento retirado sa carabinero; ang marangal na si Armendia, piloto at matalik na carlista; si Don Eusebio Picote, kawani sa aduana, at si Don Bonifacio Tacon, sapatero at talabartero.']"
magsusuot,1,0,UO_TO_O,magsusot,MEDIUM,REVIEW,"['29: —Sa taong darating ay magsusuot ka na ng de cola at paparoon ka sa Maynila, upang mag-aral na gaya ng mga dalaga sa bayan!']"
Condesa,1,1,C_TO_K,Kondesa,MEDIUM,REVIEW,"['54: Nabalitang ang General ay nakagalit ng Condesa: na ito’y naninirahang madalas sa mga bahay liwaliwan; na ang marangal na pinuno ay nabugnot; na ang consul ng mga pranses ay gayon, na nagkaroon ng mga handog, at iba pa.']"
americana,1,0,C_TO_K,amerikana,HIGH,REVIEW,"['77: Mga lalaking madidilim ang mukha, mga hukot, mga di mapalagay at hindi mawasto at masama ang pagkakabalatkayo ng suot, na wari’y noon lamang nagsuot ng americana.']"
