token,frequency,capitalized_count,lowercase_count,sample_contexts
bulong,3,0,3,"['3284: —ang bulong ng filosofo, at saka tumingala upang tingnan ang bubungan.', '4696: —ang bulong ni capitana Tinay, na nagtataca sa karunungan ng dalawa;—¿saan ninyo kinucuha ang ganyang pagkagagaling na mga pangangatuwiran?', ""4765: —ang bulong na marahan ng isa sa mga tagabukid, na pagdaca'y lumayo sa pulutong.""]"
bubungan,8,0,8,"['3284: —ang bulong ng filosofo, at saka tumingala upang tingnan ang bubungan.', '3904: Gayon ma\'y gumagalaw siya ng makinig na anyo at hindi nag-aang-ang; ikinacanta ang ""Dominus vobiseum"" ng taimtim sa loob, ikinikiling ng caunti ang ulo at tumitingala sa ""boveda,"" (bubungan ng simbahan).', '4653: Kinamot ng gobernadorcillo ang kanyang ulo, tumingala sa bubungan at saka nagsalita na ang tinig ay masaclap:']"
padakilain,1,0,1,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay.""]"
alalahanin,9,0,9,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay."", '3305: ¿Anong cahalagahan sa kanya ng pagkilalang loob o ng mga sumpa ng isang bayang hindi niya kilala, na wala siyang ano mang sukat alalahanin at wala naman doon ang kanyang mga sinisinta?', '3493: —Inyo po sanang alalahanin ang sinasabi ni Baltazar:']"
nangangatungculan,4,0,4,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay."", ""3800: Isang banda ng musica ang tumutugtog sa tapat ng convento, isang banda naman ang naghahatid sa mga nangangatungculan sa bayan, ang mga ibang banda'y naglilibot sa mga daang kinalaladlaran at winawagaywayan ng maraming mga bandera."", '4180: Nangagpacpacan ang mga nangangatungculan sa pamahalaan.']"
napapag-isa,1,0,1,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay.""]"
nacaririnig,1,0,1,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay.""]"
nagpapasiya,3,0,3,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay."", ""5598: Ngunit palibhasa'y pinapanucala ng tao at ang pangangailangan ang siyang nagpapasiya, siyang malaki ng lubha ang pangangailangan ng asawa, napilitang magalingin na niya ang isang abang lalaki na iniabsang ng bayang Extremadura (España), at pagkatapos na macapaglagalag sa daigdig ng anim o pitong taon, Ulisis na bago, sa cawacasa'y nasumpungan niya sa pulo ng Lusong ang mapapanuluyan, salapi at isang panis ng Calipso, na kanyang-cabiac dalandan ..."", '6087: Ibig ng lahat na makita, masiyasat ang dalawang cabalitaan; may mga nagpapasiya, may nanghuhula.']"
mapakinggan,4,0,4,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay."", ""3810: Nagcamit kami ng tanging capalarang mapakinggan ang totoong cagalanggalang na si Pari Fray Damaso Verdolagas, na nagcurang malaon sa bayang ito, at ngayo'y inilipat sa lalong malaki, bilang ganting pala sa kanyang mabuting pagtupad sa kanyang mga catungculan."", ""5023: Tinalicdan marahil ng buong galac ni Ibarra ang pakikinig ng tulang iyon, palibhasa'y lalong minamagaling pa niyang doon na manood ng procesion sa bahay ni Kapitang Tiago, na kinatitirahan ni Maria at ng caniyang mga caibigang babae, ngunit sa pagka't ibig ng Kapitan General na mapakinggan ang loa, napilitan siyang mag-aliw na lamang sa pag-asang si Maria Clara'y kanyang makikita sa teatro.""]"
mapasiyahan,1,0,1,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay.""]"
pagsampalatayang,1,0,1,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay.""]"
nananatili'y,1,0,1,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay.""]"
inaalalayan,2,0,2,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay."", '5584: Ang sa babaeng pananamit ay isang sutlang ""bata"" na nabuburdahan ng mga bulaklak, at may isang sombrerong may isang malaking ibong ""papagayo"" na halos nababayuot sa mga cintas na azul at pula; ang nangagcacahalong alaboc ng daan at galapong ng bigas sa kanyang mga pisngi ang siya manding nagdaragdag ng kanyang mga culubot; ngayo\'y inaalalayan sa mga bisig ang kanyang asawang pilay, na gaya rin ng siya\'y makita natin sa Maynila.']"
matutumbang,1,0,1,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay.""]"
pagkatumba,1,0,1,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay.""]"
taotaohan,1,0,1,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay.""]"
pang-alalay,1,0,1,"[""3285: —Baga man tunay na magcaroon ng maningas na nasang padakilain ang lupaing ito sa icagagaling ng mga taga rito rin at ng Inang Bayan; baga man manacanacang alalahanin ng mangisangisang mga nangangatungculan ang magagandang caisipan ng mga haring catolico, at bangguitin kung siya'y napapag-isa, ang Gobierno'y hindi nacakikita, hindi nacaririnig, hindi nagpapasiya, liban na lamang sa ibiguin ng cura o provincial na kanyang makita, mapakinggan at mapasiyahan; lubos ang pagsampalatayang kaya lamang siya matibay ay dahil sa kanila; na kung siya'y nananatili'y sa pagka't siya'y inaalalayan nila; kung siya'y nabubuhay, sa pagka't ipinahihintulot nilang siya'y mabuhay, at sa araw na iwan siya ng mga fraile'y siya'y matutumbang gaya ng pagkatumba ng isang taotaohan pagka wala ng sa kanya'y pang-alalay.""]"
Tinatacot,1,1,0,"['3286: Tinatacot ang Gobierno sa panghihimagsik ng bayan, at tinatacot ang bayan sa mga hucbo ng Gobierno: nagmula rito ang isang magaang na larong nacacatulad sa nangyayari sa mga matatacutin kung sila\'y pumapasoc sa mga malulungcot na lugar; ipinalalagay nilang mga ""fantasma"" ang kanilang sariling mga anino, at ipinalalagay nilang mga voces ng iba ang mga alingawngaw ng kanilang sariling mga voces.']"
panghihimagsik,1,0,1,"['3286: Tinatacot ang Gobierno sa panghihimagsik ng bayan, at tinatacot ang bayan sa mga hucbo ng Gobierno: nagmula rito ang isang magaang na larong nacacatulad sa nangyayari sa mga matatacutin kung sila\'y pumapasoc sa mga malulungcot na lugar; ipinalalagay nilang mga ""fantasma"" ang kanilang sariling mga anino, at ipinalalagay nilang mga voces ng iba ang mga alingawngaw ng kanilang sariling mga voces.']"
tinatacot,1,0,1,"['3286: Tinatacot ang Gobierno sa panghihimagsik ng bayan, at tinatacot ang bayan sa mga hucbo ng Gobierno: nagmula rito ang isang magaang na larong nacacatulad sa nangyayari sa mga matatacutin kung sila\'y pumapasoc sa mga malulungcot na lugar; ipinalalagay nilang mga ""fantasma"" ang kanilang sariling mga anino, at ipinalalagay nilang mga voces ng iba ang mga alingawngaw ng kanilang sariling mga voces.']"
matatacutin,2,0,2,"['3286: Tinatacot ang Gobierno sa panghihimagsik ng bayan, at tinatacot ang bayan sa mga hucbo ng Gobierno: nagmula rito ang isang magaang na larong nacacatulad sa nangyayari sa mga matatacutin kung sila\'y pumapasoc sa mga malulungcot na lugar; ipinalalagay nilang mga ""fantasma"" ang kanilang sariling mga anino, at ipinalalagay nilang mga voces ng iba ang mga alingawngaw ng kanilang sariling mga voces.', ""8062: Si kapitan Tiago'y maingat at matatacutin, kaya't hindi agad-agad macapagpasiya na gaya ng ginawa ni Paris na taga Troya, hindi niya matangi ng gayon gayon lamang ang isa sa dalawang Virgen, sa takot niyang baka magalit ang isa sa kanila, bagay na macapagbibigay ng malaking capahamacan.""]"
macawawala,1,0,1,"[""3287: Hindi macawawala ang Gobierno sa pananalima sa mga fraile, samantalang hindi siya nakikipag-alam sa bayang ito; mabubuhay siyang katulad niyang mga batang baliw, na pagdaca'y nangangatal marinig lamang ang voces ng sa kanya'y tagapag-alaga, na kanilang pinacasusuyo ng di ano lamang at ng sa kanila'y magpaumanhin.""]"
pananalima,1,0,1,"[""3287: Hindi macawawala ang Gobierno sa pananalima sa mga fraile, samantalang hindi siya nakikipag-alam sa bayang ito; mabubuhay siyang katulad niyang mga batang baliw, na pagdaca'y nangangatal marinig lamang ang voces ng sa kanya'y tagapag-alaga, na kanilang pinacasusuyo ng di ano lamang at ng sa kanila'y magpaumanhin.""]"
nakikipag-alam,1,0,1,"[""3287: Hindi macawawala ang Gobierno sa pananalima sa mga fraile, samantalang hindi siya nakikipag-alam sa bayang ito; mabubuhay siyang katulad niyang mga batang baliw, na pagdaca'y nangangatal marinig lamang ang voces ng sa kanya'y tagapag-alaga, na kanilang pinacasusuyo ng di ano lamang at ng sa kanila'y magpaumanhin.""]"
mabubuhay,4,0,4,"[""3287: Hindi macawawala ang Gobierno sa pananalima sa mga fraile, samantalang hindi siya nakikipag-alam sa bayang ito; mabubuhay siyang katulad niyang mga batang baliw, na pagdaca'y nangangatal marinig lamang ang voces ng sa kanya'y tagapag-alaga, na kanilang pinacasusuyo ng di ano lamang at ng sa kanila'y magpaumanhin."", '4095: Doon sa caitaasan, sa lilim ng mga anino ng mga malalaking kahoy, ng mga guirnalda at ng mga bandera, nacabiting ang tali ay mga lubid at mga ganchong bacal, ang isang pagkalakilaking ""polea"" na may tatlong ""rueda,"" at sa mga nagniningning na taguiliran nito\'y nacasulot at nacasacay ang tatlong lubid na lalo pa manding malalaki kay sa mga iba, at nacabitin sa tatlong pagsalalaking mga lubid na ito ang isang pagkalakilaking ""sillar"" na buo na may hucay sa dakong gitna, na kung itama sa capuwa guang ng isang batong capapatungang na sa ilalim na ng hucay, siyang maguiguing guang na laang paglalagyan ng casaysayang casalucuyan, ng mga pamahayagan, ng mga casulatan, ng mga salapi, ng mga medalla at iba pa, at ng maibalita ang mga bagay na iyon sa mga taong mabubuhay sa cahulihulihang panahon.', '4251: ¡hindi mabubuhay ng capanglawan ang namatay!']"
tagapag-alaga,1,0,1,"[""3287: Hindi macawawala ang Gobierno sa pananalima sa mga fraile, samantalang hindi siya nakikipag-alam sa bayang ito; mabubuhay siyang katulad niyang mga batang baliw, na pagdaca'y nangangatal marinig lamang ang voces ng sa kanya'y tagapag-alaga, na kanilang pinacasusuyo ng di ano lamang at ng sa kanila'y magpaumanhin.""]"
pinacasusuyo,1,0,1,"[""3287: Hindi macawawala ang Gobierno sa pananalima sa mga fraile, samantalang hindi siya nakikipag-alam sa bayang ito; mabubuhay siyang katulad niyang mga batang baliw, na pagdaca'y nangangatal marinig lamang ang voces ng sa kanya'y tagapag-alaga, na kanilang pinacasusuyo ng di ano lamang at ng sa kanila'y magpaumanhin.""]"
magpaumanhin,1,0,1,"[""3287: Hindi macawawala ang Gobierno sa pananalima sa mga fraile, samantalang hindi siya nakikipag-alam sa bayang ito; mabubuhay siyang katulad niyang mga batang baliw, na pagdaca'y nangangatal marinig lamang ang voces ng sa kanya'y tagapag-alaga, na kanilang pinacasusuyo ng di ano lamang at ng sa kanila'y magpaumanhin.""]"
naghahangad,1,0,1,"[""3288: Hindi naghahangad ang Gobiernong siya'y magtamo sa hinaharap na panahon ng sariling lakas na sagana, siya'y isang bisig lamang, sa macatuwid ay tagaganap; ang ulo'y ang convento, sa macatuwid ay siyang tagapag-utos, at sa ganitong hindi niya pagkilos, nagpapaubaya siyang siya'y caladcarin sa magcabicabilang banging malalalim, siya'y naguiguing lilim lamang, nawawal-an siyang cabuluhan, at sa kanyang cahinaan at casalatan sa kaya'y ipinagcacatiwala niyang lahat sa mga kamay na upahan.""]"
tagaganap,1,0,1,"[""3288: Hindi naghahangad ang Gobiernong siya'y magtamo sa hinaharap na panahon ng sariling lakas na sagana, siya'y isang bisig lamang, sa macatuwid ay tagaganap; ang ulo'y ang convento, sa macatuwid ay siyang tagapag-utos, at sa ganitong hindi niya pagkilos, nagpapaubaya siyang siya'y caladcarin sa magcabicabilang banging malalalim, siya'y naguiguing lilim lamang, nawawal-an siyang cabuluhan, at sa kanyang cahinaan at casalatan sa kaya'y ipinagcacatiwala niyang lahat sa mga kamay na upahan.""]"
ulo'y,2,0,2,"[""3288: Hindi naghahangad ang Gobiernong siya'y magtamo sa hinaharap na panahon ng sariling lakas na sagana, siya'y isang bisig lamang, sa macatuwid ay tagaganap; ang ulo'y ang convento, sa macatuwid ay siyang tagapag-utos, at sa ganitong hindi niya pagkilos, nagpapaubaya siyang siya'y caladcarin sa magcabicabilang banging malalalim, siya'y naguiguing lilim lamang, nawawal-an siyang cabuluhan, at sa kanyang cahinaan at casalatan sa kaya'y ipinagcacatiwala niyang lahat sa mga kamay na upahan."", ""3586: Yayo'y isang lalaking ang nacapatong sa ulo'y isang malapad na salacot na dahon ng buli, at dukhang totoo ang pananamit.""]"
tagapag-utos,1,0,1,"[""3288: Hindi naghahangad ang Gobiernong siya'y magtamo sa hinaharap na panahon ng sariling lakas na sagana, siya'y isang bisig lamang, sa macatuwid ay tagaganap; ang ulo'y ang convento, sa macatuwid ay siyang tagapag-utos, at sa ganitong hindi niya pagkilos, nagpapaubaya siyang siya'y caladcarin sa magcabicabilang banging malalalim, siya'y naguiguing lilim lamang, nawawal-an siyang cabuluhan, at sa kanyang cahinaan at casalatan sa kaya'y ipinagcacatiwala niyang lahat sa mga kamay na upahan.""]"
pagkilos,4,0,4,"[""3288: Hindi naghahangad ang Gobiernong siya'y magtamo sa hinaharap na panahon ng sariling lakas na sagana, siya'y isang bisig lamang, sa macatuwid ay tagaganap; ang ulo'y ang convento, sa macatuwid ay siyang tagapag-utos, at sa ganitong hindi niya pagkilos, nagpapaubaya siyang siya'y caladcarin sa magcabicabilang banging malalalim, siya'y naguiguing lilim lamang, nawawal-an siyang cabuluhan, at sa kanyang cahinaan at casalatan sa kaya'y ipinagcacatiwala niyang lahat sa mga kamay na upahan."", ""7191: Nanicluhod si tia Isabel at umiiyac at dinarasal ang kyrie eleyson; dala ni kapitan Tiagong namumutla't nangangatal sa isang tenedor ang atay ng isang inahing manok at inihahaying tumatangis sa Virgen sa Antipolo; punongpuno ang bibig ni Linares at nacasandata ng isang cuchara; nangagyacap si Sinang at si Maria Clara; ang tanging hindi nananatili sa hindi pagkilos ay si Crisostomo, na hindi maisaysay ang kanyang pamumutla."", '7729: Hindi cumikilos, nacahibic ang mga labi, puno ang mga mata ng mga luhang umaagos na walang ingay, kanyang pinanonood ang pagpanaw ng kanyang dalawang anak na lalaki; sa panonood sa kanyang hindi pagkilos at sa kanyang piping dalamhati, nawawala ang pagkatalinhaga ni Niobe.']"
nagpapaubaya,1,0,1,"[""3288: Hindi naghahangad ang Gobiernong siya'y magtamo sa hinaharap na panahon ng sariling lakas na sagana, siya'y isang bisig lamang, sa macatuwid ay tagaganap; ang ulo'y ang convento, sa macatuwid ay siyang tagapag-utos, at sa ganitong hindi niya pagkilos, nagpapaubaya siyang siya'y caladcarin sa magcabicabilang banging malalalim, siya'y naguiguing lilim lamang, nawawal-an siyang cabuluhan, at sa kanyang cahinaan at casalatan sa kaya'y ipinagcacatiwala niyang lahat sa mga kamay na upahan.""]"
nawawal-an,1,0,1,"[""3288: Hindi naghahangad ang Gobiernong siya'y magtamo sa hinaharap na panahon ng sariling lakas na sagana, siya'y isang bisig lamang, sa macatuwid ay tagaganap; ang ulo'y ang convento, sa macatuwid ay siyang tagapag-utos, at sa ganitong hindi niya pagkilos, nagpapaubaya siyang siya'y caladcarin sa magcabicabilang banging malalalim, siya'y naguiguing lilim lamang, nawawal-an siyang cabuluhan, at sa kanyang cahinaan at casalatan sa kaya'y ipinagcacatiwala niyang lahat sa mga kamay na upahan.""]"
upahan,1,0,1,"[""3288: Hindi naghahangad ang Gobiernong siya'y magtamo sa hinaharap na panahon ng sariling lakas na sagana, siya'y isang bisig lamang, sa macatuwid ay tagaganap; ang ulo'y ang convento, sa macatuwid ay siyang tagapag-utos, at sa ganitong hindi niya pagkilos, nagpapaubaya siyang siya'y caladcarin sa magcabicabilang banging malalalim, siya'y naguiguing lilim lamang, nawawal-an siyang cabuluhan, at sa kanyang cahinaan at casalatan sa kaya'y ipinagcacatiwala niyang lahat sa mga kamay na upahan.""]"
isumag,1,0,1,"[""3289: Kung hindi'y inyo pong isumag ang anyo ng pamamahala sa atin ng ating Pamunuan sa mga ibang lupaing inyong linacbay ...""]"
Pamunuan,1,1,0,"[""3289: Kung hindi'y inyo pong isumag ang anyo ng pamamahala sa atin ng ating Pamunuan sa mga ibang lupaing inyong linacbay ...""]"
linacbay,1,0,1,"[""3289: Kung hindi'y inyo pong isumag ang anyo ng pamamahala sa atin ng ating Pamunuan sa mga ibang lupaing inyong linacbay ...""]"
mapapacalabis,1,0,1,"[""3291: —ang isinalabat ni Ibarra,—mapapacalabis naman ang mga cahingiang iyan; magcasiya na lamang tayo sa pagkakitang ang baya'y hindi dumaraing, at hindi nagcacahirap na gaya ng mga ibang lupain, at ito'y salamat nga sa Religion at sa cabaitan ng mga punong dito'y namamahala.""]"
cahingiang,1,0,1,"[""3291: —ang isinalabat ni Ibarra,—mapapacalabis naman ang mga cahingiang iyan; magcasiya na lamang tayo sa pagkakitang ang baya'y hindi dumaraing, at hindi nagcacahirap na gaya ng mga ibang lupain, at ito'y salamat nga sa Religion at sa cabaitan ng mga punong dito'y namamahala.""]"
