row_index,sentence_id,original_token,new_token,position,before_context,after_context
3228,48,casagutan,kasagutan,15,"Hindi nagcamit casagutan ang maliit kong papel sa loob ng mahabang panahon, hanggang sa cawacasa'y ipinasulat ko sa wikang insic, at ang nangyari'y sila'y bumalic ng noviembreng sumunod na may mga dalang ibang mga maliliit na papel, na aking ipinabasa: nacasulat ang isa sa wikang insic, at yao'y isang bati magmula sa mga pampangin ng Hoangho, at ang isa, alisunod sa insic na aking pinagtanungan, yaon daw marahil ay wikang japones.","Hindi nagkamit kasagutan ang maliit kong papel sa loob ng mahabang panahon, hanggang sa kawakasa'y ipinasulat ko sa wikang insic, at ang nangyari'y sila'y bumalic ng noviembreng sumunod na may mga dalang ibang mga maliliit na papel, na aking ipinabasa: nakasulat ang isa sa wikang insic, at yao'y isang bati magmula sa mga pampangin ng Hoangho, at ang isa, alisunod sa insic na aking pinagtanungan, yaon daw marahil ay wikang japones."
3228,48,cawacasa'y,kawakasa'y,88,"Hindi nagcamit casagutan ang maliit kong papel sa loob ng mahabang panahon, hanggang sa cawacasa'y ipinasulat ko sa wikang insic, at ang nangyari'y sila'y bumalic ng noviembreng sumunod na may mga dalang ibang mga maliliit na papel, na aking ipinabasa: nacasulat ang isa sa wikang insic, at yao'y isang bati magmula sa mga pampangin ng Hoangho, at ang isa, alisunod sa insic na aking pinagtanungan, yaon daw marahil ay wikang japones.","Hindi nagkamit kasagutan ang maliit kong papel sa loob ng mahabang panahon, hanggang sa kawakasa'y ipinasulat ko sa wikang insic, at ang nangyari'y sila'y bumalic ng noviembreng sumunod na may mga dalang ibang mga maliliit na papel, na aking ipinabasa: nakasulat ang isa sa wikang insic, at yao'y isang bati magmula sa mga pampangin ng Hoangho, at ang isa, alisunod sa insic na aking pinagtanungan, yaon daw marahil ay wikang japones."
3228,48,nacasulat,nakasulat,253,"Hindi nagcamit casagutan ang maliit kong papel sa loob ng mahabang panahon, hanggang sa cawacasa'y ipinasulat ko sa wikang insic, at ang nangyari'y sila'y bumalic ng noviembreng sumunod na may mga dalang ibang mga maliliit na papel, na aking ipinabasa: nacasulat ang isa sa wikang insic, at yao'y isang bati magmula sa mga pampangin ng Hoangho, at ang isa, alisunod sa insic na aking pinagtanungan, yaon daw marahil ay wikang japones.","Hindi nagkamit kasagutan ang maliit kong papel sa loob ng mahabang panahon, hanggang sa kawakasa'y ipinasulat ko sa wikang insic, at ang nangyari'y sila'y bumalic ng noviembreng sumunod na may mga dalang ibang mga maliliit na papel, na aking ipinabasa: nakasulat ang isa sa wikang insic, at yao'y isang bati magmula sa mga pampangin ng Hoangho, at ang isa, alisunod sa insic na aking pinagtanungan, yaon daw marahil ay wikang japones."
3229,49,macapaglilingcod,makapaglilingkod,111,"Datapwat kayo po'y aking linilibang sa mga bagay na ito, at hindi ko itinatanong sa inyo kung sa paanong bagay macapaglilingcod ako sa inyo.","Datapwat kayo po'y aking linilibang sa mga bagay na ito, at hindi ko itinatanong sa inyo kung sa paanong bagay makapaglilingkod ako sa inyo."
3232,52,macaalam,makaalam,71,—ang isinalabat ng matandang lalaking malaking totoo ang pagka ibig na macaalam.,—ang isinalabat ng matandang lalaking malaking totoo ang pagka ibig na makaalam.
3240,60,catalasan,katalasan,15,"Kung gaano ang catalasan ng isip ng Musa ng Guardia Civil ay gayon din ang catampalasanan ng kanyang budhi, at hininala na marahil ang piloto'y yaong napacapangahas na nag-abaang sa kanyang asawa sa pusaw at bumuntal kay pari Damaso; at sa pagka't siya ang bumabasa ng mga ""parte"" (casulatang nagbibigay alam ng ano mang bagay na nangyayari) na dapat tanggapin ng kanyang asawa, bahagya pa lamang dumarating ito sa kanyang bahay na lango at walang malay, inutusan ang sargento, sampo ng mga soldado, at ng bagabaguin ang fiesta, upang macapanghiganti sa inyo, ¡Mag-ingat po kayo!","Kung gaano ang katalasan ng isip ng Musa ng Guardia Civil ay gayon din ang katampalasanan ng kanyang budhi, at hininala na marahil ang piloto'y yaong napakapangahas na nag-abaang sa kanyang asawa sa pusaw at bumuntal kay pari Damaso; at sa pagka't siya ang bumabasa ng mga ""parte"" (kasulatang nagbibigay alam ng ano mang bagay na nangyayari) na dapat tanggapin ng kanyang asawa, bahagya pa lamang dumarating ito sa kanyang bahay na lango at walang malay, inutusan ang sargento, sampo ng mga soldado, at ng bagabaguin ang fiesta, upang makapanghiganti sa inyo, ¡Mag-ingat po kayo!"
3240,60,catampalasanan,katampalasanan,75,"Kung gaano ang catalasan ng isip ng Musa ng Guardia Civil ay gayon din ang catampalasanan ng kanyang budhi, at hininala na marahil ang piloto'y yaong napacapangahas na nag-abaang sa kanyang asawa sa pusaw at bumuntal kay pari Damaso; at sa pagka't siya ang bumabasa ng mga ""parte"" (casulatang nagbibigay alam ng ano mang bagay na nangyayari) na dapat tanggapin ng kanyang asawa, bahagya pa lamang dumarating ito sa kanyang bahay na lango at walang malay, inutusan ang sargento, sampo ng mga soldado, at ng bagabaguin ang fiesta, upang macapanghiganti sa inyo, ¡Mag-ingat po kayo!","Kung gaano ang katalasan ng isip ng Musa ng Guardia Civil ay gayon din ang katampalasanan ng kanyang budhi, at hininala na marahil ang piloto'y yaong napakapangahas na nag-abaang sa kanyang asawa sa pusaw at bumuntal kay pari Damaso; at sa pagka't siya ang bumabasa ng mga ""parte"" (kasulatang nagbibigay alam ng ano mang bagay na nangyayari) na dapat tanggapin ng kanyang asawa, bahagya pa lamang dumarating ito sa kanyang bahay na lango at walang malay, inutusan ang sargento, sampo ng mga soldado, at ng bagabaguin ang fiesta, upang makapanghiganti sa inyo, ¡Mag-ingat po kayo!"
3240,60,napacapangahas,napakapangahas,150,"Kung gaano ang catalasan ng isip ng Musa ng Guardia Civil ay gayon din ang catampalasanan ng kanyang budhi, at hininala na marahil ang piloto'y yaong napacapangahas na nag-abaang sa kanyang asawa sa pusaw at bumuntal kay pari Damaso; at sa pagka't siya ang bumabasa ng mga ""parte"" (casulatang nagbibigay alam ng ano mang bagay na nangyayari) na dapat tanggapin ng kanyang asawa, bahagya pa lamang dumarating ito sa kanyang bahay na lango at walang malay, inutusan ang sargento, sampo ng mga soldado, at ng bagabaguin ang fiesta, upang macapanghiganti sa inyo, ¡Mag-ingat po kayo!","Kung gaano ang katalasan ng isip ng Musa ng Guardia Civil ay gayon din ang katampalasanan ng kanyang budhi, at hininala na marahil ang piloto'y yaong napakapangahas na nag-abaang sa kanyang asawa sa pusaw at bumuntal kay pari Damaso; at sa pagka't siya ang bumabasa ng mga ""parte"" (kasulatang nagbibigay alam ng ano mang bagay na nangyayari) na dapat tanggapin ng kanyang asawa, bahagya pa lamang dumarating ito sa kanyang bahay na lango at walang malay, inutusan ang sargento, sampo ng mga soldado, at ng bagabaguin ang fiesta, upang makapanghiganti sa inyo, ¡Mag-ingat po kayo!"
3240,60,casulatang,kasulatang,282,"Kung gaano ang catalasan ng isip ng Musa ng Guardia Civil ay gayon din ang catampalasanan ng kanyang budhi, at hininala na marahil ang piloto'y yaong napacapangahas na nag-abaang sa kanyang asawa sa pusaw at bumuntal kay pari Damaso; at sa pagka't siya ang bumabasa ng mga ""parte"" (casulatang nagbibigay alam ng ano mang bagay na nangyayari) na dapat tanggapin ng kanyang asawa, bahagya pa lamang dumarating ito sa kanyang bahay na lango at walang malay, inutusan ang sargento, sampo ng mga soldado, at ng bagabaguin ang fiesta, upang macapanghiganti sa inyo, ¡Mag-ingat po kayo!","Kung gaano ang katalasan ng isip ng Musa ng Guardia Civil ay gayon din ang katampalasanan ng kanyang budhi, at hininala na marahil ang piloto'y yaong napakapangahas na nag-abaang sa kanyang asawa sa pusaw at bumuntal kay pari Damaso; at sa pagka't siya ang bumabasa ng mga ""parte"" (kasulatang nagbibigay alam ng ano mang bagay na nangyayari) na dapat tanggapin ng kanyang asawa, bahagya pa lamang dumarating ito sa kanyang bahay na lango at walang malay, inutusan ang sargento, sampo ng mga soldado, at ng bagabaguin ang fiesta, upang makapanghiganti sa inyo, ¡Mag-ingat po kayo!"
3240,60,macapanghiganti,makapanghiganti,535,"Kung gaano ang catalasan ng isip ng Musa ng Guardia Civil ay gayon din ang catampalasanan ng kanyang budhi, at hininala na marahil ang piloto'y yaong napacapangahas na nag-abaang sa kanyang asawa sa pusaw at bumuntal kay pari Damaso; at sa pagka't siya ang bumabasa ng mga ""parte"" (casulatang nagbibigay alam ng ano mang bagay na nangyayari) na dapat tanggapin ng kanyang asawa, bahagya pa lamang dumarating ito sa kanyang bahay na lango at walang malay, inutusan ang sargento, sampo ng mga soldado, at ng bagabaguin ang fiesta, upang macapanghiganti sa inyo, ¡Mag-ingat po kayo!","Kung gaano ang katalasan ng isip ng Musa ng Guardia Civil ay gayon din ang katampalasanan ng kanyang budhi, at hininala na marahil ang piloto'y yaong napakapangahas na nag-abaang sa kanyang asawa sa pusaw at bumuntal kay pari Damaso; at sa pagka't siya ang bumabasa ng mga ""parte"" (kasulatang nagbibigay alam ng ano mang bagay na nangyayari) na dapat tanggapin ng kanyang asawa, bahagya pa lamang dumarating ito sa kanyang bahay na lango at walang malay, inutusan ang sargento, sampo ng mga soldado, at ng bagabaguin ang fiesta, upang makapanghiganti sa inyo, ¡Mag-ingat po kayo!"
3242,62,nacacaalam,nakakaalam,48,"Masama raw babae si doña Consolacion, at walang nacacaalam kung caninong kamay siya nanggaling!","Masama raw babae si doña Consolacion, at walang nakakaalam kung kaninong kamay siya nanggaling!"
3242,62,caninong,kaninong,64,"Masama raw babae si doña Consolacion, at walang nacacaalam kung caninong kamay siya nanggaling!","Masama raw babae si doña Consolacion, at walang nakakaalam kung kaninong kamay siya nanggaling!"
3244,64,caunti,kaunti,11,"Ngumiti ng caunti si Ibarra, saka sumagot, casabay ang pagkuha sa kanyang cartera ng ilang mga papel.","Ngumiti ng kaunti si Ibarra, saka sumagot, kasabay ang pagkuha sa kanyang kartera ng ilang mga papel."
3244,64,casabay,kasabay,43,"Ngumiti ng caunti si Ibarra, saka sumagot, casabay ang pagkuha sa kanyang cartera ng ilang mga papel.","Ngumiti ng kaunti si Ibarra, saka sumagot, kasabay ang pagkuha sa kanyang kartera ng ilang mga papel."
3244,64,cartera,kartera,74,"Ngumiti ng caunti si Ibarra, saka sumagot, casabay ang pagkuha sa kanyang cartera ng ilang mga papel.","Ngumiti ng kaunti si Ibarra, saka sumagot, kasabay ang pagkuha sa kanyang kartera ng ilang mga papel."
3245,65,casayahan,kasayahan,105,"—Malimit na nagtatanong po sa inyo ang aking nasirang ama sa ilang mga bagay, at natatandaan kong pawang casayahan ang kanyang tinamo lamang sa pagsunod sa inyong mga cahatulan.","—Malimit na nagtatanong po sa inyo ang aking nasirang ama sa ilang mga bagay, at natatandaan kong pawang kasayahan ang kanyang tinamo lamang sa pagsunod sa inyong mga kahatulan."
3245,65,cahatulan,kahatulan,167,"—Malimit na nagtatanong po sa inyo ang aking nasirang ama sa ilang mga bagay, at natatandaan kong pawang casayahan ang kanyang tinamo lamang sa pagsunod sa inyong mga cahatulan.","—Malimit na nagtatanong po sa inyo ang aking nasirang ama sa ilang mga bagay, at natatandaan kong pawang kasayahan ang kanyang tinamo lamang sa pagsunod sa inyong mga kahatulan."
3246,66,casalucuyan,kasalukuyan,4,May casalucuyan akong isang munting gawain ibig kong papagtibayin ang magandang calalabasan.,May kasalukuyan akong isang munting gawain ibig kong papagtibayin ang magandang kalalabasan.
3246,66,calalabasan,kalalabasan,80,May casalucuyan akong isang munting gawain ibig kong papagtibayin ang magandang calalabasan.,May kasalukuyan akong isang munting gawain ibig kong papagtibayin ang magandang kalalabasan.
3247,67,escuelahang,eskuelahang,84,"At sinabi ni Ibarra sa matandang lalaki sa maicling pananalita, ang pinagbabalac na escuelahang kanyang inihandog sa kanyang pinangingibig, at inilahad sa mga mata ng nagtatacang filosofo ang mga planong galing Maynila na sa kanya'y ipinadala.","At sinabi ni Ibarra sa matandang lalaki sa maicling pananalita, ang pinagbabalac na eskuelahang kanyang inihandog sa kanyang pinangingibig, at inilahad sa mga mata ng nagtatakang filosofo ang mga planong galing Maynila na sa kanya'y ipinadala."
3247,67,nagtatacang,nagtatakang,167,"At sinabi ni Ibarra sa matandang lalaki sa maicling pananalita, ang pinagbabalac na escuelahang kanyang inihandog sa kanyang pinangingibig, at inilahad sa mga mata ng nagtatacang filosofo ang mga planong galing Maynila na sa kanya'y ipinadala.","At sinabi ni Ibarra sa matandang lalaki sa maicling pananalita, ang pinagbabalac na eskuelahang kanyang inihandog sa kanyang pinangingibig, at inilahad sa mga mata ng nagtatakang filosofo ang mga planong galing Maynila na sa kanya'y ipinadala."
3249,69,cararating,kararating,67,Kilala po ninyong totoo ang mga taong nananahan dito; ako'y bagong cararating at halos ako'y isang manunuluyang taga ibang lupain sa aking sariling bayan.,Kilala po ninyong totoo ang mga taong nananahan dito; ako'y bagong kararating at halos ako'y isang manunuluyang taga ibang lupain sa aking sariling bayan.
3252,72,magpacailan,magpakailan,134,—ang biglang sinabing nababagbag ang loob;—at ngayo'y ang unang ihahatol ko po sa inyo'y ang huwag na muling kayo'y magtanong sa akin magpacailan man!,—ang biglang sinabing nababagbag ang loob;—at ngayo'y ang unang ihahatol ko po sa inyo'y ang huwag na muling kayo'y magtanong sa akin magpakailan man!
3256,76,caunting,kaunting,94,sa araw na ibig nilang ibalic sa aking boo ang sira kong isip; sa araw na iya'y aalsan ako ng caunting calayaang aking binili sa halaga ng pagka-ako'y taong may calolowa.,sa araw na ibig nilang ibalic sa aking boo ang sira kong isip; sa araw na iya'y aalsan ako ng kaunting kalayaang aking binili sa halaga ng pagka-ako'y taong may kalolowa.
3256,76,calayaang,kalayaang,103,sa araw na ibig nilang ibalic sa aking boo ang sira kong isip; sa araw na iya'y aalsan ako ng caunting calayaang aking binili sa halaga ng pagka-ako'y taong may calolowa.,sa araw na ibig nilang ibalic sa aking boo ang sira kong isip; sa araw na iya'y aalsan ako ng kaunting kalayaang aking binili sa halaga ng pagka-ako'y taong may kalolowa.
3256,76,calolowa,kalolowa,161,sa araw na ibig nilang ibalic sa aking boo ang sira kong isip; sa araw na iya'y aalsan ako ng caunting calayaang aking binili sa halaga ng pagka-ako'y taong may calolowa.,sa araw na ibig nilang ibalic sa aking boo ang sira kong isip; sa araw na iya'y aalsan ako ng kaunting kalayaang aking binili sa halaga ng pagka-ako'y taong may kalolowa.
3257,77,nacacaalam,nakakaalam,13,¿At sino ang nacacaalam kung sila nga ang may catuwiran?,¿At sino ang nakakaalam kung sila nga ang may katuwiran?
3257,77,catuwiran,katuwiran,46,¿At sino ang nacacaalam kung sila nga ang may catuwiran?,¿At sino ang nakakaalam kung sila nga ang may katuwiran?
3258,78,cautusan,kautusan,69,"Hindi ako nag-iisip at hindi ako nabubuhay alinsunod sa kanilang mga cautusan; pawang mga iba ang aking sinusunod na mga palatuntunan, ang aking mga adhica.","Hindi ako nag-iisip at hindi ako nabubuhay alinsunod sa kanilang mga kautusan; pawang mga iba ang aking sinusunod na mga palatuntunan, ang aking mga adhika."
3258,78,adhica,adhika,149,"Hindi ako nag-iisip at hindi ako nabubuhay alinsunod sa kanilang mga cautusan; pawang mga iba ang aking sinusunod na mga palatuntunan, ang aking mga adhica.","Hindi ako nag-iisip at hindi ako nabubuhay alinsunod sa kanilang mga kautusan; pawang mga iba ang aking sinusunod na mga palatuntunan, ang aking mga adhika."
3259,79,chocolate,chokolate,134,"Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chocolate at magtiis ng casam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na capalaran ng kanyang mga cababayan at kung magcabihira pa'y nagsasalita ng tungkol sa catuwiran.","Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chokolate at magtiis ng kasam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na kapalaran ng kanyang mga kababayan at kung magkabihira pa'y nagsasalita ng tungkol sa katuwiran."
3259,79,casam-an,kasam-an,158,"Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chocolate at magtiis ng casam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na capalaran ng kanyang mga cababayan at kung magcabihira pa'y nagsasalita ng tungkol sa catuwiran.","Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chokolate at magtiis ng kasam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na kapalaran ng kanyang mga kababayan at kung magkabihira pa'y nagsasalita ng tungkol sa katuwiran."
3259,79,capalaran,kapalaran,245,"Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chocolate at magtiis ng casam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na capalaran ng kanyang mga cababayan at kung magcabihira pa'y nagsasalita ng tungkol sa catuwiran.","Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chokolate at magtiis ng kasam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na kapalaran ng kanyang mga kababayan at kung magkabihira pa'y nagsasalita ng tungkol sa katuwiran."
3259,79,cababayan,kababayan,270,"Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chocolate at magtiis ng casam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na capalaran ng kanyang mga cababayan at kung magcabihira pa'y nagsasalita ng tungkol sa catuwiran.","Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chokolate at magtiis ng kasam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na kapalaran ng kanyang mga kababayan at kung magkabihira pa'y nagsasalita ng tungkol sa katuwiran."
3259,79,magcabihira,magkabihira,288,"Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chocolate at magtiis ng casam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na capalaran ng kanyang mga cababayan at kung magcabihira pa'y nagsasalita ng tungkol sa catuwiran.","Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chokolate at magtiis ng kasam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na kapalaran ng kanyang mga kababayan at kung magkabihira pa'y nagsasalita ng tungkol sa katuwiran."
3259,79,catuwiran,katuwiran,331,"Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chocolate at magtiis ng casam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na capalaran ng kanyang mga cababayan at kung magcabihira pa'y nagsasalita ng tungkol sa catuwiran.","Sa ganang kanila'y ang tunay na matino'y ang gobernadorcillo, sa pagka't palibhasa'y walang ibang pinagaralan kung di ang magdulot ng chokolate at magtiis ng kasam-an ng asal ni pari Damaso, ngayo'y mayaman, liniligalig niya ang mga maliliit na kapalaran ng kanyang mga kababayan at kung magkabihira pa'y nagsasalita ng tungkol sa katuwiran."
3260,80,inaacala,inaakala,42,"""Matalas ang pag-iisip ng taong iyan"" ang inaacala ng mga hangal; ""tingnan ninyo't sa walang ano ma'y nacapagpalaki sa sarili!","""Matalas ang pag-iisip ng taong iyan"" ang inaakala ng mga hangal; ""tingnan ninyo't sa walang ano ma'y nakapagpalaki sa sarili!"
3260,80,nacapagpalaki,nakapagpalaki,102,"""Matalas ang pag-iisip ng taong iyan"" ang inaacala ng mga hangal; ""tingnan ninyo't sa walang ano ma'y nacapagpalaki sa sarili!","""Matalas ang pag-iisip ng taong iyan"" ang inaakala ng mga hangal; ""tingnan ninyo't sa walang ano ma'y nakapagpalaki sa sarili!"
3261,81,cayamanan,kayamanan,28,""" Datapwat akong nagmana ng cayamanan, mga pagka-alang-alang ng capuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagcatiwalaan ng lalong walang cabuluhang tungculin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nacauunawa kung ano ang pamumuhay!",""" Datapwat akong nagmana ng kayamanan, mga pagka-alang-alang ng kapuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagkatiwalaan ng lalong walang kabuluhang tungkulin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nakauunawa kung ano ang pamumuhay!"
3261,81,capuwa,kapuwa,64,""" Datapwat akong nagmana ng cayamanan, mga pagka-alang-alang ng capuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagcatiwalaan ng lalong walang cabuluhang tungculin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nacauunawa kung ano ang pamumuhay!",""" Datapwat akong nagmana ng kayamanan, mga pagka-alang-alang ng kapuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagkatiwalaan ng lalong walang kabuluhang tungkulin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nakauunawa kung ano ang pamumuhay!"
3261,81,pinagcatiwalaan,pinagkatiwalaan,128,""" Datapwat akong nagmana ng cayamanan, mga pagka-alang-alang ng capuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagcatiwalaan ng lalong walang cabuluhang tungculin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nacauunawa kung ano ang pamumuhay!",""" Datapwat akong nagmana ng kayamanan, mga pagka-alang-alang ng kapuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagkatiwalaan ng lalong walang kabuluhang tungkulin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nakauunawa kung ano ang pamumuhay!"
3261,81,cabuluhang,kabuluhang,161,""" Datapwat akong nagmana ng cayamanan, mga pagka-alang-alang ng capuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagcatiwalaan ng lalong walang cabuluhang tungculin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nacauunawa kung ano ang pamumuhay!",""" Datapwat akong nagmana ng kayamanan, mga pagka-alang-alang ng kapuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagkatiwalaan ng lalong walang kabuluhang tungkulin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nakauunawa kung ano ang pamumuhay!"
3261,81,tungculin,tungkulin,172,""" Datapwat akong nagmana ng cayamanan, mga pagka-alang-alang ng capuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagcatiwalaan ng lalong walang cabuluhang tungculin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nacauunawa kung ano ang pamumuhay!",""" Datapwat akong nagmana ng kayamanan, mga pagka-alang-alang ng kapuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagkatiwalaan ng lalong walang kabuluhang tungkulin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nakauunawa kung ano ang pamumuhay!"
3261,81,nacauunawa,nakauunawa,242,""" Datapwat akong nagmana ng cayamanan, mga pagka-alang-alang ng capuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagcatiwalaan ng lalong walang cabuluhang tungculin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nacauunawa kung ano ang pamumuhay!",""" Datapwat akong nagmana ng kayamanan, mga pagka-alang-alang ng kapuwa, ako'y nag-aral, ngayo'y isang mahirap ako, at hindi ako pinagkatiwalaan ng lalong walang kabuluhang tungkulin, at ang sinasabi ng lahat: ""¡Iya'y isang ul-ol, iya'y hindi nakauunawa kung ano ang pamumuhay!"
3262,82,curang,kurang,19,""" Tinatawag ako ng curang ""filosofo"" ng palibac, na ang ipinahihiwatig ay ako'y isang madaldal na ipinagmamayabang ang mga pinagaralan sa Universidad, gayong siya pa namang lalong walang cabuluhan.",""" Tinatawag ako ng kurang ""filosofo"" ng palibac, na ang ipinahihiwatig ay ako'y isang madaldal na ipinagmamayabang ang mga pinagaralan sa Universidad, gayong siya pa namang lalong walang kabuluhan."
3262,82,cabuluhan,kabuluhan,187,""" Tinatawag ako ng curang ""filosofo"" ng palibac, na ang ipinahihiwatig ay ako'y isang madaldal na ipinagmamayabang ang mga pinagaralan sa Universidad, gayong siya pa namang lalong walang cabuluhan.",""" Tinatawag ako ng kurang ""filosofo"" ng palibac, na ang ipinahihiwatig ay ako'y isang madaldal na ipinagmamayabang ang mga pinagaralan sa Universidad, gayong siya pa namang lalong walang kabuluhan."
3263,83,macapagsasabi,makapagsasabi,74,"Marahil nga nama'y ako ang tunay na baliw at sila ang mga tino, ¿sino ang macapagsasabi?","Marahil nga nama'y ako ang tunay na baliw at sila ang mga tino, ¿sino ang makapagsasabi?"
3265,85,icalawang,ikalawang,5,"—Ang icalawang maihahatol ko sa inyo'y magtanong po kayo sa cura, sa gobernadorcillo, sa lahat ng mga taong nacacacaya; bibigyan kayo nila ng mga masasama, hangal at walang cabuluhang mga cahatulan; datapwat hindi pagtalima ang cahulugan ng pagtatanong, magpacunuwari kayong sinusunod ninyo sila kailan man at mangyayaring gawin ninyo, at inyong ipahayag na iniaalinsunod ninyo sa kanila ang inyong mga gawa.","—Ang ikalawang maihahatol ko sa inyo'y magtanong po kayo sa cura, sa gobernadorcillo, sa lahat ng mga taong nakakakaya; bibigyan kayo nila ng mga masasama, hangal at walang kabuluhang mga kahatulan; datapwat hindi pagtalima ang kahulugan ng pagtatanong, magpakunuwari kayong sinusunod ninyo sila kailan man at mangyayaring gawin ninyo, at inyong ipahayag na iniaalinsunod ninyo sa kanila ang inyong mga gawa."
3265,85,nacacacaya,nakakakaya,108,"—Ang icalawang maihahatol ko sa inyo'y magtanong po kayo sa cura, sa gobernadorcillo, sa lahat ng mga taong nacacacaya; bibigyan kayo nila ng mga masasama, hangal at walang cabuluhang mga cahatulan; datapwat hindi pagtalima ang cahulugan ng pagtatanong, magpacunuwari kayong sinusunod ninyo sila kailan man at mangyayaring gawin ninyo, at inyong ipahayag na iniaalinsunod ninyo sa kanila ang inyong mga gawa.","—Ang ikalawang maihahatol ko sa inyo'y magtanong po kayo sa cura, sa gobernadorcillo, sa lahat ng mga taong nakakakaya; bibigyan kayo nila ng mga masasama, hangal at walang kabuluhang mga kahatulan; datapwat hindi pagtalima ang kahulugan ng pagtatanong, magpakunuwari kayong sinusunod ninyo sila kailan man at mangyayaring gawin ninyo, at inyong ipahayag na iniaalinsunod ninyo sa kanila ang inyong mga gawa."
